Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",GDP per capita (current US$) [NY.GDP.PCAP.CD],Exports of goods and services (constant 2010 US$) [NE.EXP.GNFS.KD],GDP (constant 2010 US$) [NY.GDP.MKTP.KD],GNI per capita (constant 2010 US$) [NY.GNP.PCAP.KD],GNI (constant 2010 US$) [NY.GNP.MKTP.KD],GNI growth (annual %) [NY.GNP.MKTP.KD.ZG],Gross capital formation (constant 2010 US$) [NE.GDI.TOTL.KD],Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],Gross savings (% of GDP) [NY.GNS.ICTR.ZS],Gross savings (% of GNI) [NY.GNS.ICTR.GN.ZS],Imports of goods and services (annual % growth) [NE.IMP.GNFS.KD.ZG],Imports of goods and services (constant 2010 US$) [NE.IMP.GNFS.KD],"Services, value added (% of GDP) [NV.SRV.TOTL.ZS]","Services, value added (annual % growth) [NV.SRV.TOTL.KD.ZG]","Services, value added per worker (constant 2010 US$) [NV.SRV.EMPL.KD]",Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS],Taxes less subsidies on products (constant LCU) [NY.TAX.NIND.KN],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions) [SE.XPD.CTER.ZS]","Current education expenditure, secondary (% of total expenditure in secondary public institutions) [SE.XPD.CSEC.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure per student, primary (% of GDP per capita) [SE.XPD.PRIM.PC.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]","Compulsory education, duration (years) [SE.COM.DURS]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.MS.ZS]","Claims on central government, etc. (% GDP) [FS.AST.CGOV.GD.ZS]",Claims on other sectors of the domestic economy (% of GDP) [FS.AST.DOMO.GD.ZS],"Stocks traded, total value (% of GDP) [CM.MKT.TRAD.GD.ZS]","Community health workers (per 1,000 people) [SH.MED.CMHW.P3]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Domestic private health expenditure per capita (current US$) [SH.XPD.PVTD.PC.CD],"Hospital beds (per 1,000 people) [SH.MED.BEDS.ZS]","Number of surgical procedures (per 100,000 population) [SH.SGR.PROC.P5]",Out-of-pocket expenditure (% of current health expenditure) [SH.XPD.OOPC.CH.ZS],Out-of-pocket expenditure per capita (current US$) [SH.XPD.OOPC.PC.CD],Research and development expenditure (% of GDP) [GB.XPD.RSDV.GD.ZS],Ease of doing business index (1=most business-friendly regulations) [IC.BUS.EASE.XQ],Other taxes payable by businesses (% of commercial profits) [IC.TAX.OTHR.CP.ZS],Labor tax and contributions (% of commercial profits) [IC.TAX.LABR.CP.ZS],Total tax and contribution rate (% of profit) [IC.TAX.TOTL.CP.ZS],Business extent of disclosure index (0=less disclosure to 10=more disclosure) [IC.BUS.DISC.XQ],Profit tax (% of commercial profits) [IC.TAX.PRFT.CP.ZS],"Bound rate, simple mean, all products (%) [TM.TAX.MRCH.BR.ZS]","Tariff rate, applied, weighted mean, all products (%) [TM.TAX.MRCH.WM.AR.ZS]",Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Import value index (2000 = 100) [TM.VAL.MRCH.XD.WD],Export value index (2000 = 100) [TX.VAL.MRCH.XD.WD],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],"Armed forces personnel, total [MS.MIL.TOTL.P1]",Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS],"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",Expense (% of GDP) [GC.XPN.TOTL.GD.ZS],Customs and other import duties (% of tax revenue) [GC.TAX.IMPT.ZS],Other taxes (% of revenue) [GC.TAX.OTHR.RV.ZS],Grants and other revenue (% of revenue) [GC.REV.GOTR.ZS],"Revenue, excluding grants (current LCU) [GC.REV.XGRT.CN]",Other taxes (current LCU) [GC.TAX.OTHR.CN],Grants and other revenue (current LCU) [GC.REV.GOTR.CN],Customs and other import duties (current LCU) [GC.TAX.IMPT.CN],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Tax revenue (current LCU) [GC.TAX.TOTL.CN],Taxes on exports (current LCU) [GC.TAX.EXPT.CN],Taxes on goods and services (% value added of industry and services) [GC.TAX.GSRV.VA.ZS],"Taxes on income, profits and capital gains (% of revenue) [GC.TAX.YPKG.RV.ZS]","Taxes on income, profits and capital gains (% of total taxes) [GC.TAX.YPKG.ZS]","Taxes on income, profits and capital gains (current LCU) [GC.TAX.YPKG.CN]",Labor force with advanced education (% of total working-age population with advanced education) [SL.TLF.ADVN.ZS],Adequacy of social protection and labor programs (% of total welfare of beneficiary households) [per_allsp.adq_pop_tot],Adequacy of social insurance programs (% of total welfare of beneficiary households) [per_si_allsi.adq_pop_tot],Adequacy of social safety net programs (% of total welfare of beneficiary households) [per_sa_allsa.adq_pop_tot],Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure [SH.UHC.OOPC.25.TO],Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure [SH.UHC.OOPC.10.TO]
1989,YR1989,San Marino,SMR,23817,1.12313290051697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.44500017166138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Slovak Republic,SVK,5275942,0.481564764827773,71.0263414634146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.81631,..,..,..,..,..,..,..,..,..,..,..,3.77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Slovenia,SVN,1996351,0.0578723002503228,72.7048780487805,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.06339979171753,..,..,..,..,..,..,..,..,..,..,..,3.77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Spain,ESP,38827764,0.156776197618463,76.8136585365854,4.82703031232241,16.6023774220319,20.781806020872,26.6757615832586,2.35967514225005,..,10681.9712029257,107468930427.633,843128716911.409,21519.5247009611,835555026481.086,5.2171507129684,205015346057.967,22.2684733413743,22.2977806383021,22.5420394739305,17.7176484353358,114467834131.557,..,..,..,..,56374446000,37.3841834429039,..,..,3.55177998542786,..,10.3171300888062,..,..,..,..,..,9.53421993430653,..,..,..,4.69999980926514,..,..,..,..,..,..,..,..,..,..,..,3.77,27.9587768465164,..,..,..,277000,5.60650210920426,..,29.4007490529956,3.59164789675534,0.228788395073747,6.31706316367758,85108723089.683,197732982.342264,5459593956.22228,1772985707.93216,16.7279526975651,49364129193.562,0,..,31.8071501589001,55.6875875083703,27489692642.4098,..,..,..,..,..,..,..
1989,YR1989,Sweden,SWE,8492964,0.66718292068369,77.7268292682927,2.65480692720075,29.582311977181,29.4557208877026,30.251601156798,2.50883392226148,..,25662.2205892506,73680654287.4323,320980647631.599,37305.1762599027,316831518989.009,2.40847856891548,87663590017.1805,27.8248300012592,25.1456523756941,25.6263684669054,7.70843436552715,84735400526.9216,56.1127999712839,2.91286344747985,..,..,322888326000,59.0380328648836,..,..,..,..,..,..,..,..,15.8659475176083,..,8.27462233342786,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.77,46.1219439626955,..,..,..,62000,4.12640033980774,..,33.9871226389953,0.959513222560262,6.965903537461,13.307770384572,532020000000,37060000000,70800000000,2870000000,21.2875892630088,299110000000,0,13.1006441169097,19.4522762302169,34.5993112901608,103490000000,..,..,..,..,..,..,..
1989,YR1989,Switzerland,CHE,6646912,0.808536055550948,77.4212195121951,4.33079401651648,45.6041700238918,44.0817846417051,31.0575360162143,1.5241653668033,..,30401.8924994443,173910938977.256,416784838408.048,..,..,3.77087981355686,106508509857.518,32.579921398401,34.7867644110429,33.729849237126,7.32756038127901,152614037412.844,..,..,..,..,..,89.6859546655969,..,..,4.26673984527588,..,15.9488496780396,..,..,..,9.50176887598639,..,204.761556587273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.2951819198366,..,..,..,17000,5.38755796807215,..,..,15.3759525507714,..,..,..,233000000,..,4096000000,8.05824778222283,26639000000,0,..,..,32.1483539171891,8564000000,..,..,..,..,..,..,..
1989,YR1989,United Kingdom,GBR,57076711,0.260311450078262,75.5829268292683,2.57760269569438,22.3908805109159,26.0448511240715,25.8357418730759,3.61395698590674,..,16239.2821960944,295606420907.899,1630777246520.49,28496.4039741406,1626481014171.28,2.43737669136594,279662475455.225,15.3118500578982,17.0120713171591,16.5997344719512,7.42083044923439,317470607640.186,..,..,..,..,137538536000,48.4357316349874,..,..,4.12511014938354,..,11.1373195648193,..,..,..,2.95139379218799,..,34.2544741548281,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.77,37.7690942469003,..,..,..,318000,9.94989454040026,..,29.6546233795577,..,0.873920802317113,10.199078269281,178680000000,1572000000,18346000000,..,22.7622715847149,128951000000,0,..,40.4243963998021,56.3896363735062,72715000000,..,..,..,..,..,..,..
1989,YR1989,United States,USA,246819000,0.944405555428529,75.0170731707317,3.67265632838441,8.93879019707245,10.4763381889471,22.5137993257208,5.87120600804653,..,22857.1544330056,594294306655.579,8834613741240.21,35810.1277173585,8838619913070.71,3.67934182066232,1635951011633.52,20.9762867849078,19.7465071841576,19.898877907738,4.4037471151875,711954019692.234,..,..,..,..,..,19.4151283860195,..,..,..,..,..,..,..,..,21.8779668107161,..,41.5055888598584,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,3.91,15.1860648967133,40.73663341,52.05480024,..,2240000,..,39.128400199944,20.8631269963379,2.70425776754891,0.837991495867374,7.96808561463857,1046550000000,8770000000,83390000000,16450000000,10.7824403801772,608300000000,0,..,52.4886531938273,90.3041262534934,549320000000,..,..,..,..,..,..,..
1990,YR1990,Andorra,AND,54509,3.85436230887431,..,3.78138758962959,..,..,..,..,..,18878.5059692988,..,1930181002.39944,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Austria,AUT,7677850,0.762001611316115,75.5682926829269,4.34564139947821,35.6974143906097,35.7909550811009,26.6893086358303,1.19566026670559,..,21680.989623313,78129875408.5121,260194627809.652,34152.5722757515,262218327047.378,4.51073079268581,69038197923.6266,26.1444434195145,..,..,7.98032981267842,84151935317.2404,56.1086635092491,4.03223905526715,..,..,26812141000,71.4883694717106,..,..,4.95725011825562,..,11.5131101608276,..,..,..,..,..,34.6450659953912,..,..,..,10.1999998093,..,..,..,..,..,..,..,..,..,..,..,4.8,54.3128444489216,..,..,1.20499788284674,43000,2.54508548676712,..,35.59127017012,2.73558017218582,8.3204685435997,9.28174685276846,45430695551.6958,3799335770.29571,4238279688.66958,676584086.102774,17.9810833338236,24732745652.3477,726728.341678597,9.89345001567543,18.8292776088998,34.7633179561014,8597923010.39948,..,..,..,..,..,..,..
1990,YR1990,Belgium,BEL,9967379,0.298235706313592,76.0519512195122,3.13740231557445,61.6136909555393,59.8541601189252,24.3463734360231,2.35544045891723,..,20600.3752789827,162646494385.903,325650670611.677,32827.8102065395,327207226068.648,3.28621982855395,74111637380.1605,25.587505398396,..,..,4.86873335809427,163707077954.165,..,..,..,..,25417867000,121.467851074465,..,..,..,..,..,..,..,..,..,..,3.54835044887964,..,..,..,8,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,2.68437000241847,106000,4.27783584246926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Bermuda,BMU,59326,0.824255196206725,..,0.0192122958719239,..,..,..,..,..,26841.5197383946,..,4509744672.55711,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.13619995117188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.1328811856318,86.86144067,117.6470588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Canada,CAN,27691138,1.50766067284807,77.4219512195122,0.164672580306785,25.1648997037505,25.0102092794052,21.3811892403575,1.95879374221417,..,21448.3619600057,221641862785.677,1012265294020.78,35372.9660534743,979517684456.073,0.0151328471567069,192118495252.777,21.2566576767288,17.8240624229677,18.4227924783614,1.93974404912312,193033491053.34,..,..,..,..,..,50.1751089831558,..,..,5.9919900894165,..,13.1906204223633,..,..,..,9.14679284325906,..,11.4702391715981,..,..,..,6,..,..,..,..,..,..,..,..,..,..,..,..,42.2395214409298,..,..,0.593222008972926,87000,3.98190863727281,..,24.1874062946881,..,0,11.6126211469795,136974000000,0,15936000000,..,14.163120475269,98150000000,..,..,51.7328572469577,72.3311258278146,70993000000,81.4599990844727,..,..,..,..,..,..
1990,YR1990,Channel Islands,CHI,140671,0.783606870054493,75.41,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Croatia,HRV,4777368,0.211805086145315,72.1704878048781,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.3777999878,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Cyprus,CYP,766615,2.05164866456308,76.554,7.40399950603849,51.5005647205938,57.1076439963087,27.0454275173864,7.3740356129737,..,9641.57527301293,6869821567.59727,11853174085.3116,20310.5725326859,11778059774.965,7.51469673930751,4990865314.32249,21.4383482416715,23.0960560735813,23.2370747675955,5.72139692336096,7550457532.58825,..,9.96923703232369,..,..,..,108.608208716902,..,..,3.33924007415771,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8,62.938974107219,..,..,2.92366030575639,10000,..,86.6187458378789,50.4016366456296,24.052171271078,9.25195741564806,19.6178110741846,2061272678.6546,191799250.775559,406690313.935208,323548112.076945,30.8059028384927,1345192949.23699,0,..,21.7667436489608,33.5445647692008,451239120.127523,..,..,..,..,..,..,..
1990,YR1990,Czech Republic,CZE,10333355,-0.267830773210837,71.3839024390244,..,32.9226235150214,30.5743926480601,24.5535938987618,..,..,3941.50309406941,24400516890.7847,145283552883.794,..,..,..,34383935477.6221,28.8032927240676,..,..,..,23714098296.8184,..,..,..,..,283784900000,63.4970161630816,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3000001907,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Denmark,DNK,5140939,0.162456320242469,74.8053658536585,1.4752442765041,36.4231554732849,30.8670401590342,20.7983834132002,1.95075703504915,..,26891.4464489571,72424358092.9584,229126577406.099,43317.9898223213,222695143279.175,1.18026473468926,40463970215.5817,26.354498610568,22.6514649126051,23.4506975842919,2.3756347444269,55642438008.845,60.8912239437498,3.99568841295925,..,..,167685298000,67.2901956323191,..,..,..,..,..,..,..,..,6.19818323230126,..,8.60345281269596,..,..,..,5.5999999046,..,..,..,..,..,..,..,..,..,..,..,4.8,50.780743785097,..,..,1.07956498406597,31000,3.48803573327661,..,37.0039568823522,0.0699930400179308,1.83618260025324,16.3421508221033,313993000000,5844000000,52012000000,178000000,29.724606837575,254311000000,0,18.5401232633631,36.382745413471,45.5328318476196,115795000000,..,..,..,..,..,..,..
1990,YR1990,Estonia,EST,1569174,0.0664901906843683,69.4756097560976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.6106004715,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Faroe Islands,FRO,47274,0.228716745193171,76.1658536585366,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Finland,FIN,4986431,0.443382073914297,74.8131707317073,0.670275844289762,22.1462417132994,23.6952912850845,30.1388537692807,1.5633514986376,..,28364.6450765922,29257141481.3885,166345617005.807,32476.6769819105,161942708879.585,0.232969718832805,45319482575.5423,29.0735386272936,26.6797030782849,27.14687197725,-0.37343107084817,38009057112.7363,52.2686045361097,1.97589601058343,..,..,18400000000,45.8415329983839,..,..,5.33890008926392,..,12.075309753418,..,..,..,..,..,2.9261442397124,..,..,..,12.5,..,..,..,..,..,..,..,..,..,..,..,4.8,37.8765742807199,..,..,1.18182400429421,31000,3.2151112563917,10.475619549193,28.1553308351761,1.09722853248523,0.810079362176789,11.0875422106816,26942192127.7959,223521754.267348,3059338382.33488,243704305.442729,24.4185815241011,22210897568.5071,0,17.9185806764233,30.6665935218032,38.097077086173,8461702768.20508,..,..,..,..,..,..,..
1990,YR1990,France,FRA,58235697,0.50868659382548,76.6,2.92393508123074,20.9757333804124,21.760321808445,24.409660328073,2.80526762706676,..,21793.8426479832,289110365794.387,1894061230299.93,32644.0740580972,1901050405692.91,2.88935544724744,450304971185.305,23.6251668175856,23.3272993363522,23.2463653589685,5.04219933575148,308650566625.917,61.9949200129847,2.6320097057459,..,..,171442017000,42.7360551888574,..,..,4.51393985748291,..,9.64037990570068,..,..,..,..,..,9.62163340575542,..,..,..,9.6999998093,..,..,..,..,..,..,..,..,..,..,..,4.8,35.5366564345553,..,..,2.12850644831029,550000,5.62272477258817,..,38.9491317605437,0.0230943671371018,2.81794037332137,8.39662589309093,402272252601.923,11484289366.5286,34219773552.2298,45582256.1539857,18.7342473161179,197373913229.068,0,12.7076136628477,17.1247521789549,35.3595615314269,69790550295.2175,..,..,..,..,..,..,..
1990,YR1990,Germany,DEU,79433029,0.861969448764933,75.227756097561,5.25500608278011,22.8358365592459,23.0277510180834,24.8283153535918,2.55904276348975,..,22303.9613266628,482542270779.042,2576038662583.11,32960.1970944479,2618128291649,5.34931802698144,619636754109.536,24.5579671299475,24.4025562394642,24.140929608696,10.7739565401129,468878413261.121,..,..,..,..,252695486000,45.8635875773293,..,..,..,..,..,..,..,..,..,..,30.6197779754326,..,..,..,10.3999996185,..,..,..,..,..,..,..,..,..,..,..,4.8,43.8448170848728,..,..,1.40137282081384,545000,..,20.9305896078757,24.6856870424495,0,0,0.370729481549079,357249863229.422,0,1329358891.11017,0,9.83228368183835,143903099962.676,0,..,16.2907089488393,40.59335583585,58415097426.668,..,..,..,..,..,..,..
1990,YR1990,Gibraltar,GIB,29147,-0.137141311308141,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Greece,GRC,10196792,1.05780801198192,76.9390243902439,0,14.7785885906513,25.3497183157727,27.5567681247537,3.79826032707078,..,9600.18523506603,22677543648.4774,197653948950.861,..,..,..,38839938734.7869,15.9413144830613,..,..,8.36608828841345,35443502881.6366,..,..,..,..,16720573000,40.128306906424,..,..,2.04608011245728,..,7.19843006134033,..,..,..,..,..,8.14885178696314,..,..,..,5.0999999046,..,..,..,..,..,..,..,..,..,..,..,4.8,28.4826733764706,..,..,4.78099248646813,201000,8.59184499710816,..,42.2902882976528,0.127853803437563,4.00772697343981,12.9857220082958,10867820983.1254,459075568.598679,1487483492.2964,8804108.58400587,15.1212905697291,6886074834.92296,0,..,20.4190909533436,33.9664937799125,2338958180.48423,..,..,..,..,..,..,..
1990,YR1990,Greenland,GRL,55600,0.54102927282477,65.0682926829268,-11.7195329842899,..,..,..,..,..,18326.8051234609,..,1517654950.35005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.0300380589915,128.3394813,171.9293084,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Hungary,HUN,10373988,-1.03311729690015,69.3156097560976,..,..,..,..,2.56353802709041,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,2.08637411262514,94000,..,..,..,8.57750859387789,0.207975404647798,15.5348584863008,1105900000000,2300000000,171800000000,52400000000,..,610900000000,11700000000,..,17.9039696175061,32.4111965951874,198000000000,..,..,..,..,..,..,..
1990,YR1990,Iceland,ISL,254826,0.777662198585402,78.0363414634146,1.16937034688847,33.0966531324891,31.9164728237551,21.0929046783355,0,..,25423.0719923822,3219181890.18019,8044378650.3189,..,..,..,1642161449.26087,21.9362364159666,19.5720519043505,20.0339456091308,0.990818279046636,3585864783.08982,..,..,..,..,..,65.0131259562441,..,..,4.25224018096924,..,11.5763101577759,..,..,..,5.58283634619981,..,..,..,..,..,16.7000007629,..,..,..,..,..,..,..,..,..,..,..,..,50.505832088674,..,..,..,..,0,29.8694677887706,29.3779018900676,10.3587329597895,7.01869208544154,14.2943315870978,107033400000,7528200000,15332000000,9180800000,23.4722253164134,88628600000,0,..,19.5290291844157,23.634244476388,20946700000,..,..,..,..,..,..,..
1990,YR1990,Ireland,IRL,3513974,0.0844130206737995,74.8090975609756,8.46652874988607,54.6408005960325,50.2630150223242,21.5013669192223,1.20350328404375,..,14048.106278995,33359824476.3645,85442271318.3101,..,..,..,19261536058.4683,25.2491334137173,..,..,5.08600811899743,33942201872.9416,..,..,..,..,..,104.903815618357,..,..,4.59505987167358,..,11.561559677124,..,..,..,..,..,..,..,..,..,6.0999999046,..,..,..,..,..,..,..,..,..,..,..,4.8,89.9671583160421,..,..,0.908021602532402,13000,2.73923229410705,..,35.6993023788469,0,1.66625340937268,10.9347879990082,12210436231.2142,213315997.176103,1399886231.46817,0,25.3295847943766,9599219872.92461,0,..,35.3880485990578,47.1957671957672,4530425463.83532,..,..,..,..,..,..,..
1990,YR1990,Isle of Man,IMN,70298,1.47747466048146,..,4.1869768155689,..,..,..,..,..,..,..,1928125469.86401,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.75223833073534,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Italy,ITA,56719240,0.0837085729587984,76.9707317073171,1.98577494287171,18.2594374997197,18.0623118997233,22.5586277411459,1.8807984132592,..,20825.7842228307,282420504153.275,1750995868760.78,30466.5214063978,1728037939614.61,1.3057675717973,365873629392.173,22.600321007216,21.1074730216005,21.3692033398667,9.79509969605998,303879343729.378,60.1129165933376,..,..,..,158811527000,36.321749399443,..,..,..,..,..,..,..,..,..,..,3.57002973776618,..,..,..,7.1999998093,..,..,..,..,..,..,..,..,..,..,..,4.8,29.8226586621382,..,..,2.06188524818135,493000,3.28922619398604,..,43.2429682416742,0.0143196556268941,..,..,..,2687125245.9626,262876561.636549,25306388.0553848,24.1777296606365,176724836928.734,0,12.2311564800815,..,53.8582704778382,95180940674.596,..,..,..,..,..,..,..
1990,YR1990,Latvia,LVA,2663151,-0.142736397581795,69.2731707317073,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.0754003525,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Liechtenstein,LIE,28789,1.18803591683982,..,2.25287097057453,..,..,..,..,..,49375.3252826544,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Lithuania,LTU,3697838,0.367999030323355,71.1607317073171,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.4871997833,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Luxembourg,LUX,381850,1.25174570700817,75.0104146341463,5.31993278705365,97.8007609925223,85.0681839189664,25.3155890684179,0.872594645471659,..,34645.1432443401,23812315398.0464,25172281446.2968,67484.6090907191,25768997981.2911,6.31373005389068,4223724928.41752,37.7779069448073,..,..,4.99862017047934,19830460315.2777,..,..,..,..,1866096000,182.868944911489,..,..,..,..,..,..,..,..,..,..,1.49101446112088,..,..,..,7.5999999046,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,0.625007812597657,1000,..,2.43434946546257,29.1513461588448,0,6.64542131408751,12.0710201786216,3679037379.8646,246059112.689917,446952025.166151,0,22.0973424345882,2421671843.50978,0,..,34.09142642904,52.1250895690447,1262298617.49781,..,..,..,..,..,..,..
1990,YR1990,Monaco,MCO,29438,0.452820684200241,..,2.64345417269378,..,..,..,..,..,84289.5595438943,..,3669377008.56075,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
