Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",GDP per capita (current US$) [NY.GDP.PCAP.CD],Exports of goods and services (constant 2010 US$) [NE.EXP.GNFS.KD],GDP (constant 2010 US$) [NY.GDP.MKTP.KD],GNI per capita (constant 2010 US$) [NY.GNP.PCAP.KD],GNI (constant 2010 US$) [NY.GNP.MKTP.KD],GNI growth (annual %) [NY.GNP.MKTP.KD.ZG],Gross capital formation (constant 2010 US$) [NE.GDI.TOTL.KD],Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],Gross savings (% of GDP) [NY.GNS.ICTR.ZS],Gross savings (% of GNI) [NY.GNS.ICTR.GN.ZS],Imports of goods and services (annual % growth) [NE.IMP.GNFS.KD.ZG],Imports of goods and services (constant 2010 US$) [NE.IMP.GNFS.KD],"Services, value added (% of GDP) [NV.SRV.TOTL.ZS]","Services, value added (annual % growth) [NV.SRV.TOTL.KD.ZG]","Services, value added per worker (constant 2010 US$) [NV.SRV.EMPL.KD]",Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS],Taxes less subsidies on products (constant LCU) [NY.TAX.NIND.KN],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions) [SE.XPD.CTER.ZS]","Current education expenditure, secondary (% of total expenditure in secondary public institutions) [SE.XPD.CSEC.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure per student, primary (% of GDP per capita) [SE.XPD.PRIM.PC.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]","Compulsory education, duration (years) [SE.COM.DURS]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.MS.ZS]","Claims on central government, etc. (% GDP) [FS.AST.CGOV.GD.ZS]",Claims on other sectors of the domestic economy (% of GDP) [FS.AST.DOMO.GD.ZS],"Stocks traded, total value (% of GDP) [CM.MKT.TRAD.GD.ZS]","Community health workers (per 1,000 people) [SH.MED.CMHW.P3]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Domestic private health expenditure per capita (current US$) [SH.XPD.PVTD.PC.CD],"Hospital beds (per 1,000 people) [SH.MED.BEDS.ZS]","Number of surgical procedures (per 100,000 population) [SH.SGR.PROC.P5]",Out-of-pocket expenditure (% of current health expenditure) [SH.XPD.OOPC.CH.ZS],Out-of-pocket expenditure per capita (current US$) [SH.XPD.OOPC.PC.CD],Research and development expenditure (% of GDP) [GB.XPD.RSDV.GD.ZS],Ease of doing business index (1=most business-friendly regulations) [IC.BUS.EASE.XQ],Other taxes payable by businesses (% of commercial profits) [IC.TAX.OTHR.CP.ZS],Labor tax and contributions (% of commercial profits) [IC.TAX.LABR.CP.ZS],Total tax and contribution rate (% of profit) [IC.TAX.TOTL.CP.ZS],Business extent of disclosure index (0=less disclosure to 10=more disclosure) [IC.BUS.DISC.XQ],Profit tax (% of commercial profits) [IC.TAX.PRFT.CP.ZS],"Bound rate, simple mean, all products (%) [TM.TAX.MRCH.BR.ZS]","Tariff rate, applied, weighted mean, all products (%) [TM.TAX.MRCH.WM.AR.ZS]",Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Import value index (2000 = 100) [TM.VAL.MRCH.XD.WD],Export value index (2000 = 100) [TX.VAL.MRCH.XD.WD],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],"Armed forces personnel, total [MS.MIL.TOTL.P1]",Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS],"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",Expense (% of GDP) [GC.XPN.TOTL.GD.ZS],Customs and other import duties (% of tax revenue) [GC.TAX.IMPT.ZS],Other taxes (% of revenue) [GC.TAX.OTHR.RV.ZS],Grants and other revenue (% of revenue) [GC.REV.GOTR.ZS],"Revenue, excluding grants (current LCU) [GC.REV.XGRT.CN]",Other taxes (current LCU) [GC.TAX.OTHR.CN],Grants and other revenue (current LCU) [GC.REV.GOTR.CN],Customs and other import duties (current LCU) [GC.TAX.IMPT.CN],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Tax revenue (current LCU) [GC.TAX.TOTL.CN],Taxes on exports (current LCU) [GC.TAX.EXPT.CN],Taxes on goods and services (% value added of industry and services) [GC.TAX.GSRV.VA.ZS],"Taxes on income, profits and capital gains (% of revenue) [GC.TAX.YPKG.RV.ZS]","Taxes on income, profits and capital gains (% of total taxes) [GC.TAX.YPKG.ZS]","Taxes on income, profits and capital gains (current LCU) [GC.TAX.YPKG.CN]",Labor force with advanced education (% of total working-age population with advanced education) [SL.TLF.ADVN.ZS],Adequacy of social protection and labor programs (% of total welfare of beneficiary households) [per_allsp.adq_pop_tot],Adequacy of social insurance programs (% of total welfare of beneficiary households) [per_si_allsi.adq_pop_tot],Adequacy of social safety net programs (% of total welfare of beneficiary households) [per_sa_allsa.adq_pop_tot],Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure [SH.UHC.OOPC.25.TO],Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure [SH.UHC.OOPC.10.TO]
1981,YR1981,San Marino,SMR,21765,1.41590372099044,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1981,YR1981,Slovak Republic,SVK,5016105,0.726099437372322,70.6292682926829,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1981,YR1981,Slovenia,SVN,1906531,0.273960830473185,71.2048780487805,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1981,YR1981,Spain,ESP,37758631,0.710878010512537,75.5285365853659,-0.132468611426361,16.2834543704173,19.0967371858663,22.7068559244101,2.58210874483481,..,5371.16643640984,74114243220.9323,654397618334.585,17027.5287587192,642936175242.365,-0.850983100989552,123389222870.919,19.6516701423933,18.4851644659119,18.8270329572073,-3.60867935432945,52071621333.0174,..,..,..,..,44753008000,35.3801915562835,..,..,..,..,..,..,..,..,..,..,0.757500109362963,..,..,..,5.40000009536743,..,..,..,..,..,..,..,..,..,..,..,..,25.8786774068398,..,..,..,..,..,..,23.4614437175484,8.4168229306188,1.00614327867266,10.8474822231896,24604233529.2633,250021035.423653,2695539288.16126,944190015.986922,9.96808283417272,11217890928.3233,0,..,22.9260387945629,50.7848915081703,5696993737.45387,..,..,..,..,..,..,..
1981,YR1981,Sweden,SWE,8320503,0.119920399357645,76.0260975609756,0.45483041663563,27.8320404254129,27.9100999180481,24.0336281700791,2.94823714687051,..,15586.4300780047,50630784917.7918,261472339666.479,31037.1924855388,258245053187.503,-0.140274812913717,55304922566.832,22.7409694411728,20.1337051994763,20.5095897937254,-3.85052492140633,56070727394.244,57.4011698831866,1.39489069366772,..,..,249056233000,55.7421403434609,..,..,6.78119993209839,..,10.1913795471191,..,..,..,18.6563197057671,..,2.82950623267928,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.3359992823527,..,..,..,..,..,..,36.4345552095313,2.24166211044286,4.12298764507675,13.6606140022463,212570000000,8810000000,29190000000,2460000000,16.7119251356069,109740000000,0,11.417461747604,15.9350430550356,31.0278840896665,34050000000,..,..,..,..,..,..,..
1981,YR1981,Switzerland,CHE,6354074,0.547064910132262,75.6931707317073,1.60133601188332,49.1605055049425,48.3830613138054,29.2246314235489,1.66280222143271,..,17153.4013083003,129291991867.027,352436108212.523,..,..,2.04127758366018,82407965657.9013,30.002075614686,33.8501920887428,32.3095783416257,7.39794696209142,105165737931.409,..,..,..,..,..,97.5435668187479,..,..,4.3221001625061,..,..,..,..,..,10.8713799088755,..,68.7303088948684,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.9643924647881,..,..,..,..,..,..,16.4746894352885,20.1353112780088,0.243322158537904,9.56796798961826,35853000000,90000000,3539000000,3244000000,7.52548118774972,16111000000,0,..,13.8098842867957,31.7050462416982,5108000000,..,..,..,..,..,..,..
1981,YR1981,United Kingdom,GBR,56333829,0.0348217320561183,74.0268292682927,-0.787743851356353,25.9634665626103,23.1453875169556,19.1892123306762,4.45714179534348,..,9599.30622221965,218697280965.694,1221581430992.8,21598.3377731577,1216717066797.31,-0.735489450153381,148590895325.168,12.910290428675,17.7667183779064,16.8524327688257,-2.73664803688771,180435621713.865,..,..,..,..,100941664000,49.1088540795659,..,..,5.2884202003479,..,12.6442098617554,..,..,..,4.6271624207964,..,6.07272271587045,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.9003345411301,..,..,..,..,..,..,37.4844380028615,0.173451380823819,4.85412719891746,13.0619756427605,91383000000,4484000000,12066000000,115000000,24.639426203616,66301000000,0,..,38.9326116373478,54.2435257386766,35964000000,..,..,..,..,..,..,..
1981,YR1981,United States,USA,229466000,0.981415437259678,74.009756097561,2.53771870053738,9.51777369925308,9.90813341390602,24.2768569915829,5.64654125624258,..,13976.1097504641,381692152475.201,6661145910444.5,29208.4250240747,6702340456574.34,2.36712913640243,1191169298065.84,23.88649727693,23.3546676345367,23.3922756775226,2.61164505740174,387621173504.766,..,..,..,..,..,19.4259071131591,..,..,..,..,..,..,..,..,13.9961372504632,..,..,..,..,..,5.90000009536743,..,..,..,..,..,..,..,..,..,..,..,..,15.9669564664261,22.82858161,30.85024263,..,..,..,..,21.004714001251,2.02732919254658,1.06284874724519,9.09360884040076,639790000000,6800000000,58180000000,8160000000,12.5505060426399,402500000000,0,..,54.2021600837775,86.1565217391304,346780000000,..,..,..,..,..,..,..
1982,YR1982,Andorra,AND,39114,4.21395261940921,..,1.24646111342557,..,..,..,..,..,9610.26630831575,..,1461524932.50469,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Austria,AUT,7574140,0.0717170180347239,72.9609756097561,2.01125470754351,31.741496438195,32.3756172676103,24.5801305917089,1.41299673018358,..,9410.34725652989,50540376564.3155,212216354485.081,28036.2668015354,212350609832.182,2.13734488976904,49382617539.9207,24.0037406529794,..,..,-3.62894116229747,55045927430.9692,53.44495348086,4.04761162215669,..,..,22934338000,64.1171137058053,..,..,5.36298990249634,..,..,..,..,..,..,..,0.102560091292014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.3074124263549,..,..,..,..,..,..,34.9966350904155,2.31043993308315,8.5469225545187,9.19083431848479,28671613264.2457,2469422905.02387,2655465360.49359,371358182.597763,18.1904203965763,16073050732.9055,15988023.5169291,9.77368525381984,20.27315944362,36.4425555002939,5857430433.92949,..,..,..,..,..,..,..
1982,YR1982,Belgium,BEL,9856303,-0.027176883483947,73.8880487804878,0.594986772001008,58.1033118064771,59.8220377400948,21.5987922902751,3.26994459142415,..,9343.86109959618,110951377529.076,267722246299.38,27108.4784205695,267189377182.094,0.175578032397496,46691500946.482,19.164589018548,..,..,1.35474530778205,109404578906.1,..,..,..,..,18469959000,117.925349546572,..,..,5.31673002243042,..,9.24833011627197,..,..,..,..,..,1.12315500024802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Bermuda,BMU,55449,0.72479564032697,..,-5.28541226215653,..,..,..,..,..,14166.1712925391,..,3880840594.13282,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.8491387661713,56.36343995,33.8627451,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Canada,CAN,25116942,1.18962434077573,75.7634146341463,-3.18726208287583,25.284339909973,21.5012423307728,19.9964837255961,1.954343585383,..,12481.8747874298,136265933959.155,781896281226.868,30160.2344896279,757532860382.385,-3.31037794247489,121787760865.369,23.1407052715676,19.9724633237783,20.6119142660048,-15.8768109221284,100299731001.639,..,..,..,..,..,46.7855822407459,..,..,6.51913976669312,..,15.5318098068237,..,..,..,7.0498716301293,..,5.25290502180866,..,..,..,6.80000019073486,..,..,..,..,..,..,..,..,..,..,..,..,41.2629370199057,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Channel Islands,CHI,129979,0.770003920324783,73.89,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Croatia,HRV,4634234,0.491578573238622,70.4826829268293,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.42350006103516,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Cyprus,CYP,691702,0.366289899896248,75.173,6.02170898483783,50.9220421191704,64.2404149603551,31.7201665012892,..,..,4122.78449894301,3530608896.22681,7036984721.53753,13530.4200048551,7086340620.44662,5.95103718245973,3215759949.7792,19.0067290806658,21.9985184451416,21.8450791914015,12.795627852253,4405913760.76349,..,7.39321510771165,..,..,..,115.162457079526,..,..,3.73178005218506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.8342575283289,..,..,..,..,..,..,26.7528542007549,32.4061386681282,1.96677108529284,25.064435544629,397540297.364995,8474663.14922588,108000697.109388,80816848.1770931,14.2413895442656,249387466.383267,0,..,17.451128117689,30.1520964647848,75195549.4349655,..,..,..,..,..,..,..
1982,YR1982,Czech Republic,CZE,10314826,0.138100551275644,70.8078048780488,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Denmark,DNK,5117810,-0.0734810004992979,74.5512195121951,3.68457296763364,35.8736574193013,34.9650337605991,18.2713408402481,2.41989502520681,..,11804.4328880134,48890162260.8951,191946178909.404,36709.5176320749,187872336432.609,3.02057435477774,26570801555.9328,19.1799643002947,15.2595873928569,15.831733886291,3.13649015657195,39078356097.1123,60.1573216114242,3.39586810358516,..,..,151672116000,70.8386911799004,..,..,..,..,..,..,..,..,9.43037546402697,..,0.0923975692536282,..,..,..,7.69999980926514,..,..,..,..,..,..,..,..,..,..,..,..,53.1161877423804,..,..,..,..,..,..,39.1518214901023,0.0894342914531606,1.03665910581383,14.4163603217674,162858000000,1723000000,23961000000,122000000,27.0991933638922,136413000000,0,18.446559003024,34.9305384249761,42.5597267122635,58057000000,..,..,..,..,..,..,..
1982,YR1982,Estonia,EST,1498414,0.719876655375138,69.1268292682927,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Faroe Islands,FRO,44108,0.87211509917663,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Finland,FIN,4826933,0.560285843941572,74.2980487804878,3.10808869307027,28.8741443356774,28.7012592575287,28.6732238394505,1.6437501499772,..,10938.122061411,23122412487.8136,127380179760.102,25840.0990226443,124728426695.669,2.82538101677994,33048260393.0502,28.773684087564,28.0410491617374,28.1783616472093,2.2093210772456,25082574252.6488,48.4218395906829,2.98449170884119,..,..,14200000000,57.5754035932061,..,..,4.77929019927979,..,12.0560998916626,..,..,..,..,..,0.260617994065836,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.1708578837932,..,..,..,..,..,..,27.0519963207467,1.82085741640368,0.85564094506186,9.79916007199387,11556024239.2439,100744567.950446,1153769175.52597,172729000.475972,22.1623143898375,9486135428.28214,0,16.8521968858847,28.5204125360684,35.3994539200738,3358040139.73053,..,..,..,..,..,..,..
1982,YR1982,France,FRA,55718933,0.519369592422532,74.5,2.50539661637579,21.3986951973501,23.8536900863327,23.7978869910527,3.2238391338373,..,10496.9298731656,200547311213.115,1536008235776.98,27638.1995996973,1539970991736.16,2.11629375396878,336448517253.925,21.3428921020702,20.7957828992039,20.745334679326,3.5623363483265,207157402660.031,58.718679019572,2.90141233501959,..,..,133053727000,45.2523852836828,..,..,4.85202980041504,..,11.3877601623535,..,..,..,..,..,1.22441659246163,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..,..,36.3166501760272,..,..,..,..,..,..,39.9314657028888,0.0663658083355455,2.09224598930481,9.33155080213904,225533076101.025,4771654239.53094,21281882806.3425,76224508.6187052,19.6002125614414,114855089586.665,0,14.015098236586,17.7406417112299,35.2269710645076,40459969174.8087,..,..,..,..,..,..,..
1982,YR1982,Germany,DEU,78333366,-0.0951134365477742,73.227,-0.394840774795966,20.8700085547004,23.5178552265518,23.1510216081441,3.08322404350357,..,9913.73764159395,321016242882.236,2049133970796.26,26291.1340923593,2059473029411.86,-0.478155396609807,413223574114.858,19.5822166751772,18.3169117759174,18.2905011971717,-0.779795707441849,304352368601.993,..,..,..,..,209798002000,44.3878637812521,..,..,..,..,..,..,..,..,..,..,1.90519429317405,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.7191688150494,..,..,..,..,..,..,26.4121038787853,0.0541799859132037,0,6.53581166871346,244269696241.493,0,16054565069.5613,51129188.1196219,9.7944266111617,94369142512.386,0,..,17.0014362133922,44.2542124939047,41762320856.1071,..,..,..,..,..,..,..
1982,YR1982,Gibraltar,GIB,29691,-0.708139820907236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Greece,GRC,9789513,0.616462040117845,74.279,-1.13264740070785,17.2091015089407,24.642428309578,29.7869824231868,5.62659345822855,..,5579.23461523759,17881030136.5188,179661448626.346,..,..,..,38027824978.8791,21.3996360248352,..,..,-2.60599486454429,22618424052.2055,..,..,..,..,14796729000,41.8515298185187,..,..,1.68684005737305,..,7.66136980056763,..,..,..,..,..,0.241678612657151,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.2257912704624,..,..,..,..,..,..,33.6967361532794,2.84513298702253,7.47811521207879,12.7258751046913,2497432134.99633,191283932.501834,325517241.37931,45487894.350697,14.9348711246075,1598796771.82685,0,..,19.1369993460378,30.6173020797005,489508437.270726,..,..,..,..,..,..,..
1982,YR1982,Greenland,GRL,51500,0.975617494536466,63.1926829268293,-4.41966083987684,..,..,..,..,..,7813.69066733532,..,1328235078.62707,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.82761705935,78.73198847,64.41067883,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Hungary,HUN,10705535,-0.0589521155113363,69.3578048780488,..,..,..,..,3.24330699374926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.86666666666667,5.01481650330522,14.6341463414634,438700000000,22000000000,64200000000,23600000000,..,300000000000,0,..,16.0018235696376,23.4,70200000000,..,..,..,..,..,..,..
1982,YR1982,Iceland,ISL,233860,1.33661040915962,77.0378048780488,2.15456624627028,31.6560708652002,36.410780941539,31.1687413936451,0,..,13732.3468139737,2349513556.70378,6538645595.29036,..,..,..,1999435243.63464,24.9208223538927,22.6857427900234,23.1844413531003,-0.570198680401262,3089917838.19273,..,..,..,..,..,68.0668518067393,..,..,..,..,..,..,..,..,-0.292465750989955,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.7248037957169,..,..,..,..,..,..,24.2932373906509,19.3014301430143,6.90094124861786,13.1914181912788,10757600000,742700000,1419700000,1754500000,22.9162458106947,9090000000,3300000,..,11.0608327216301,13.0957095709571,1190400000,..,..,..,..,..,..,..
1982,YR1982,Ireland,IRL,3485800,0.9454154697589,73.0880731707317,2.28346851428232,42.985086763131,50.8721700718122,27.2171070027839,1.59123694788544,..,6168.01644362962,15886410876.8509,63266067654.5528,..,..,..,17557278771.8026,17.2481723036559,..,..,-3.11732413150025,20382871683.5823,..,..,..,..,..,93.8572568349433,..,..,5.38308000564575,..,12.903790473938,..,..,..,..,..,..,..,..,..,8.80000019073486,..,..,..,..,..,..,..,..,..,..,..,..,82.626094124867,..,..,..,..,..,..,45.5233815304103,13.12625250501,1.10576065632245,15.6589976814696,6798177671.90984,78723760.8626088,1114830032.86082,665342753.096891,26.3528623940542,5068794409.08929,0,..,30.6402710897092,43.0360721442885,2181410018.74133,..,..,..,..,..,..,..
1982,YR1982,Isle of Man,IMN,63772,-0.00627214852652806,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Italy,ITA,56543548,0.0740818599916188,74.8146341463415,0.413585694627969,21.1199718674431,22.3883172261152,23.7342913481475,2.0053729031431,..,7556.52343693203,190040106566.472,1398670424513.36,24637.7310250765,1393104726827.5,0.323842067362179,262452847192.69,22.2517238007983,22.1942707219843,22.2463364767308,-0.0542591844369582,178827873618.735,..,..,..,..,129795205000,43.5082890935583,..,..,..,..,..,..,..,..,..,..,0.652346933100269,..,..,..,9.10000038146973,..,..,..,..,..,..,..,..,..,..,..,..,37.7096454999155,..,..,..,..,..,..,..,0.0589070072562722,1.52763225061122,7.32167324897235,94013231625.7547,1468286964.11142,7037241706.99334,34086155.3399061,19.388292337816,57864347430.8852,0,..,34.1989736976438,56.8059906641319,32870415799.4495,..,..,..,..,..,..,..
1982,YR1982,Latvia,LVA,2531080,0.461697590425841,69.3282926829268,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Liechtenstein,LIE,26536,1.12935599859129,..,-1.5901068811138,..,..,..,..,..,19674.7939206401,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Lithuania,LTU,3457179,0.70338626338287,70.8368292682927,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Luxembourg,LUX,365525,0.082107428492381,72.6534634146341,1.13129862124195,88.1860613020444,82.1017399050354,21.6868912180855,1.19226665311722,..,13034.8121431776,12535965572.9381,15615518979.614,39351.0900666869,14383807196.6257,20.482966560629,2306707010.42128,29.0120005655697,..,..,-0.292283763493657,11682028158.7516,..,..,..,..,1244631000,170.28780120708,..,..,5.09598016738892,..,..,..,..,..,..,..,0.356801818421375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.4843153886235,0.161745189117452,3.31120832704783,14.6879871272691,1964159554.18828,65295154.4252713,289638794.345053,1933569.49323127,22.1528697354529,1195441733.86647,0,..,35.0467642178308,57.8114631718646,691102357.715314,..,..,..,..,..,..,..
1982,YR1982,Monaco,MCO,27627,1.69746177254631,..,2.43238947167906,..,..,..,..,..,41380.8619024661,..,2991724908.50904,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1982,YR1982,Netherlands,NLD,14312690,0.458559864217281,75.9885365853659,-1.24075659270838,54.9040459607372,49.6047584194865,19.6846487930791,3.1414705898142,..,11072.6584545573,140060534589.428,419570277182.872,29408.5724830568,420915781292.522,-1.24831659092752,75609892617.2077,25.0988888986328,24.3646426435846,24.342902336615,-1.07676429236299,126694402612.036,59.6273989863773,-0.101342408935864,..,..,31188851000,104.508804380224,..,..,5.6950101852417,..,11.4072198867798,..,..,..,..,..,3.10540425258509,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.0591793108777,..,..,..,..,..,..,49.4614972206203,0,1.26875493550934,13.5246117399316,85823452269.128,1093610320.77724,11657613751.3557,0,21.6859280490006,41643410430.592,0,10.0212276146262,27.1966306922875,56.2929061784898,23442285963.2166,..,..,..,..,..,..,..
