Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],"GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Taxes on exports (% of tax revenue) [GC.TAX.EXPT.ZS],Taxes on goods and services (% of revenue) [GC.TAX.GSRV.RV.ZS],Taxes on goods and services (% value added of industry and services) [GC.TAX.GSRV.VA.ZS],"Taxes on income, profits and capital gains (% of revenue) [GC.TAX.YPKG.RV.ZS]","Taxes on income, profits and capital gains (% of total taxes) [GC.TAX.YPKG.ZS]",Taxes on international trade (% of revenue) [GC.TAX.INTT.RV.ZS]
1979,YR1979,Denmark,DNK,5116801,0.245630488836795,69394824026.0127,13560,74.2192682926829,70366241969.2074,3.86911148264211,7.06854493242651,32.3560334188627,2.25152737235981,..,9.61105037907119,28.6034347909097,0,50.1990367603696,20.091587175755,35.1582465107136,40.5367885238316,0.0991088395255881
1979,YR1979,Estonia,EST,1468333,0.556254915149304,..,..,68.9385853658537,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Faroe Islands,FRO,42936,0.931284078217446,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Finland,FIN,4764690,0.25557902782611,45434843595.4803,9540,73.1553658536586,44465255686.1548,7.12192637149123,8.30498173809038,25.9281060852076,1.47900930967855,..,7.4669615131074,21.1877651294432,0,50.8604874639644,16.5194018954302,25.502315017035,31.8209069108349,1.50039311610029
1979,YR1979,France,FRA,54917118,0.411038109776321,593992524943.059,10820,73.8512195121951,613953129818.07,3.54998915669242,10.3102920761377,35.772170891398,3.13939544307514,..,10.6467341716663,18.8316897062058,0,33.075045111984,14.1016540218775,16.9408767646747,32.4456190282578,0.0318437533170577
1979,YR1979,French Polynesia,PYF,148741,3.04714754771317,1187497565.73419,7980,63.916,1215031775.26795,3.92592417389798,9.60157931230128,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Germany,DEU,78126350,0.0442074062989572,863603441440.682,11050,72.4085365853659,881345176608.686,4.15036334066737,4.27814065591545,23.1821631189341,3.01198021199228,..,4.04362200638281,10.3798790027283,0,24.1539113394418,..,20.1551824585562,45.3927357309,0.0238334833960066
1979,YR1979,Gibraltar,GIB,30169,-0.208605893432618,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Greece,GRC,9548258,1.24669806674167,..,..,73.3293658536585,54481876724.931,3.28208019821201,20.1507101257895,21.171636972819,5.181248328693,..,19.0941778521309,13.8960547699604,0.0213964767135011,36.8178414303097,..,16.2220350088926,24.7200627629983,5.8199943836001
1979,YR1979,Greenland,GRL,49600,0.80972102326193,374477759.347837,7550,63.9548780487805,420642463.409998,4.86059745915763,7.5024676684933,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Guam,GUM,101844,2.19789067187752,..,..,68.947,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,"Hong Kong SAR, China",HKG,4929700,5.46545378423268,23181744344.0101,4700,73.6731707317073,22526035940.5921,11.5567914694341,17.7597975452884,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Hungary,HUN,10704152,0.180747381922393,..,..,69.6153658536585,..,..,..,..,3.23904440861791,..,8.976412347003,..,..,..,..,..,..,..
1979,YR1979,Iceland,ISL,225735,0.978479645630839,2975389609.8136,13180,76.7731707317073,2857724333.52241,4.8605824854645,40.8973885275462,26.0570905932474,0,..,44.4444558043744,21.8650906440595,0.118010167029775,44.9623029472241,..,12.3219861396695,14.6877269426289,19.7090853704973
1979,YR1979,Ireland,IRL,3373750,1.33228881575867,17263011383.7261,5120,72.3934634146342,18341273372.0181,3.07303589185656,13.676067459213,29.1353166615074,1.58220056709233,..,13.2954539852612,21.9379672755739,0,32.0381231671556,..,32.1480938416421,44.6083418107832,7.44134897360704
1979,YR1979,Isle of Man,IMN,63029,1.2243650087073,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Israel,ISR,3786000,2.56835947346954,21319675892.6549,5630,73.5073170731707,21589200000,6.20781594707121,76.8638633290284,47.9869564411836,19.3846931894808,..,78.3100114110133,37.6113982917385,0,21.6393442622951,..,32.7868852459016,49.2610837438424,3.60655737704918
1979,YR1979,Italy,ITA,56317749,0.289147207649738,379688509202.648,6740,74.0026829268293,393677161500.816,5.95915942625737,15.4510276706142,28.2801543784459,1.87395946663968,..,14.7985735661485,15.7798498188031,0,25.6969479125922,..,27.0681143026292,49.6066958577129,0.0792887272573501
1979,YR1979,Japan,JPN,115870000,0.842409474613765,1094763741429.16,9450,76.3375609756098,1055012119526.33,5.48404183248606,2.75163102977938,..,0.907392110929058,..,3.7018509254627,..,..,..,..,..,..,..
1979,YR1979,"Korea, Rep.",KOR,37534236,1.51687486775835,63233601651.2855,1680,65.5463414634146,66946900826.4463,8.67122670709715,18.5347204867413,16.5914148069736,5.5258765683501,..,18.3235003042007,14.7458668057514,0,43.8337053571429,10.278095204864,25.688244047619,28.9033068229385,16.9828869047619
1979,YR1979,Kuwait,KWT,1296081,5.71661748229138,..,..,69.342,24746019536.903,..,..,53.2617928378547,3.54852812591081,..,7.04999999925009,2.17842633347251,0,0.631347790282734,..,2.1959923140269,53.6912751677852,1.26269558056547
1979,YR1979,Latvia,LVA,2505953,0.321031540691557,..,..,68.4956097560976,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Liechtenstein,LIE,25459,1.9193990525548,471232834.323979,18510,..,503180669.994587,4.75867148081139,2.23044153544507,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Lithuania,LTU,3397842,0.540861205437315,..,..,70.4821951219512,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Luxembourg,LUX,362856,0.234251269062172,4697076061.11443,12940,71.7944634146342,5711458447.99119,2.34560921239245,6.35444603379021,34.6607638078586,1.0168763829717,..,4.54652779042167,21.1370881786867,0,19.2026555217308,..,38.6065390502725,63.4185619437774,0
1979,YR1979,"Macao SAR, China",MAC,235440,0.114319482245934,..,..,73.602,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Malta,MLT,313342,1.01360238083902,1033956537.17777,3300,72.8911951219512,1001300838.32335,10.4907731676097,6.20648210260282,..,..,..,7.14710743797892,..,..,..,..,..,..,..
1979,YR1979,Mauritius,MUS,949888,1.74041911636893,1162632874.55075,1220,66.4557804878049,1211141231.11555,3.51652574725487,17.9364666083042,18.5471204188482,0.204842931937173,..,14.4663702058304,16.5013089005236,11.5174109621639,22.5952045133992,6.02708803611738,21.9393511988717,24.6767668755453,43.3779971791255
1979,YR1979,Monaco,MCO,26394,1.16996056423632,..,..,..,1209898293.46372,3.53420492867116,10.1025738493253,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Nauru,NRU,7616,1.49483569254723,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Netherlands,NLD,14038270,0.690282251587051,179172313226.866,12760,75.6060975609756,179669405690.432,2.01416612801977,4.77106027161784,42.7191884220318,2.84023282824093,..,4.1992929622273,23.1200231941801,0,22.3501261074824,10.8041681184847,30.0588501584428,55.7782311292453,0.00646705037832245
1979,YR1979,New Caledonia,NCL,138500,0.724640852076725,956270008.071207,6900,66.4365853658537,1047225130.24333,-13.6000050700344,35.0575533015735,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,New Zealand,NZL,3109000,-0.39164121838523,20301387472.4068,6530,73.0682926829269,20731243113.2926,2.19138552182183,14.225585461809,32.9677232315423,2.1596362717858,..,13.6995950156641,29.1553923463471,0.132582035134239,18.5695441887733,7.00309529073624,65.455078411256,74.0139211136891,3.45888905173677
1979,YR1979,Northern Mariana Islands,MNP,15638,3.03840563418815,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Norway,NOR,4072517,0.340565570067307,53382818868.4981,13110,75.4139024390244,53132244623.9213,4.37245992731722,5.70221422173742,34.1621231886482,2.76654591368918,..,4.50972761206205,22.2386989114235,0.0952587863696375,42.1805693122605,17.1394199221313,20.5923517505706,31.9651720507378,0.690108091813445
1979,YR1979,Oman,OMN,1091852,5.5602744693854,3354987194.2604,3070,58.813,3733352634.62652,4.3317415409509,30.5822734538474,..,15.6407473447554,..,..,..,..,..,..,..,..,..
1979,YR1979,Palau,PLW,12229,-1.41281986259598,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Panama,PAN,1931304,2.45732185259786,3404365431.42275,1760,69.818,3704551600,4.51475108034852,9.24521795097708,..,..,..,7.98881859610768,..,..,..,..,..,..,..
1979,YR1979,Poland,POL,35247217,0.802185476116554,..,..,70.7512195121951,..,..,..,..,..,..,7.02576112412187,..,..,..,..,..,..,..
1979,YR1979,Portugal,PRT,9661265,1.07199361183604,27689119059.1126,2870,71.1682926829268,26622819672.1311,5.63893782270115,19.4374160813608,21.077693539313,2.68617163072079,..,21.8992248062016,13.7676883482653,0,30.3448275862069,..,21.4519056261343,32.9615170105968,5.62613430127042
1979,YR1979,Puerto Rico,PRI,3168088,1.22802479293144,10754020300.4211,3390,73.6064390243902,12750000000,7.90682468764641,5.82847656713685,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Qatar,QAT,205171,6.66036466498978,..,..,72.48,5633000318.02401,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Romania,ROU,22090488,0.631327429634966,..,..,69.1531707317073,..,..,..,..,..,..,..,..,0,0,..,0,0,0
1979,YR1979,San Marino,SMR,21127,1.75237850204097,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Saudi Arabia,SAU,9137927,5.52390399645924,102047237227.202,11170,62.016,111859726428.738,11.919431556684,23.0985487326661,..,15.7688118060346,..,1.08156690288338,..,..,..,..,..,..,..
1979,YR1979,Seychelles,SYC,62686,0.858731926379591,110062248.328376,1760,..,127261099.24396,15.7943406201722,17.0099683563348,..,..,..,12.480169222314,..,..,..,..,..,..,..
1979,YR1979,Singapore,SGP,2383500,1.26239247977074,9514842027.02059,3990,71.6827317073171,9296921723.83465,9.55417333590545,5.23566507868473,23.1160009838609,4.65201551854656,..,4.07646537536399,16.0397706847293,0,16.8405975035809,4.11551443930491,28.9543687333743,41.7281038041876,8.0622058522611
1979,YR1979,Sint Maarten (Dutch part),SXM,12245,6.49469344575223,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Slovak Republic,SVK,4938973,0.993954931762582,..,..,70.5199024390244,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Slovenia,SVN,1882599,1.07078261989884,..,..,70.8536585365854,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Spain,ESP,37191330,0.88158450134584,186235511904.821,5010,74.8187804878049,214601955875.062,0.0415463453412883,16.9316309889059,22.0346871343758,2.4970649013133,..,15.6602266826064,9.67015838856672,0,16.9137508637477,..,21.9140649538287,50.0897408284874,8.67830893900368
1979,YR1979,St. Kitts and Nevis,KNA,43452,-0.575986905932806,59626252.6390935,1370,..,58840740.7407407,7.5976750284066,10.625525795504,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,St. Martin (French part),MAF,8557,4.38357635709398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,Sweden,SWE,8293678,0.21822324745441,122664689501.28,14790,75.5241463414634,123386410160.715,3.84000347660032,7.94320829170125,31.2928971140907,3.12335742266503,..,7.20978617047807,16.8043594784723,0,30.1855075944048,..,18.2866062316143,34.2670716616042,1.06261631746413
1979,YR1979,Switzerland,CHE,6294365,0.200809491511636,110120735410.1,17500,75.4660975609756,111640341011.608,2.49151198025532,1.9883689949322,16.7305595797363,2.03979942603046,..,3.64764191334787,7.33901381873864,0,20.1862290180935,..,12.6000435987668,29.6997724436615,9.34882127619819
1979,YR1979,Trinidad and Tobago,TTO,1068640,1.42138046685584,4208186177.24614,3940,66.364,4602416625,3.59936750998673,24.7079832304979,37.287476120222,0.591401256586214,..,14.7221703689992,29.1821328394696,..,..,..,..,..,..
1979,YR1979,Turks and Caicos Islands,TCA,7613,3.04063963407325,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,United Arab Emirates,ARE,931749,10.9023542015195,..,..,67.692,31225463217.7582,20.9235730770152,7.05102054449354,..,..,..,..,..,..,..,..,..,..,..
1979,YR1979,United Kingdom,GBR,56246951,0.0897286611918231,425289766249.354,7560,73.2756097560976,438994070309.191,3.74901664259653,14.0665412691772,30.9450873883826,4.18525951189862,..,13.4212799774013,21.9037787093631,0.0947032265169034,26.2071324192395,..,39.0619656126605,55.3397202951217,0.0668469981034108
1979,YR1979,United States,USA,225055000,1.10357656509899,2745654305344.4,12200,73.8048780487805,2627334000000,3.16615026772367,8.29659310362634,18.597559351038,4.95199153527265,..,11.2544711292795,12.003803094696,0,3.79435962506651,..,58.0389668863329,89.9200963916545,1.60247226883877
1979,YR1979,Uruguay,URY,2895688,0.691687432652349,6233350619.05466,2150,69.983,7181185277.98651,6.19911673111196,79.2081947077202,21.49995114455,3.80043383947939,..,66.8442861850437,14.4470007195075,0.209050664043286,41.5551148570484,..,8.41183275491654,12.5184456468273,13.7911089076186
1979,YR1979,Virgin Islands (U.S.),VIR,96183,0.264429237115111,..,..,71.4709756097561,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Andorra,AND,36067,3.52438254092144,..,..,..,446416105.825017,2.20872760693067,13.3548138463661,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Antigua and Barbuda,ATG,61865,-0.140529998817271,134644016.910459,2180,68.482,131431026.666667,8.16143079697966,11.3987792060248,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Aruba,ABW,60096,0.193211026493461,..,..,72.293,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Australia,AUS,14692000,1.21894271014757,158834039411.225,10810,74.3336585365854,149776044568.245,3.03424587145736,10.0165787098189,22.7340355888829,2.24895690403517,..,10.1358411703239,20.4412902457894,0.334813305189606,23.3736910994764,..,60.8246073298429,67.6468447485261,5.39267015706806
1980,YR1980,Austria,AUT,7549433,0.000105968279182431,86525729929.8978,11460,72.4634146341463,82058912997.2346,1.73148559549917,5.58062916847484,32.4038906706966,1.42024610611492,..,6.3283208759637,18.5780045841153,0.248440906555798,25.4798547466713,9.85144896338843,20.8801660038042,36.7337626121786,1.54475762291775
1980,YR1980,"Bahamas, The",BHS,210591,2.21193678737667,1274477880.52557,6050,67.488,1335300000,6.49528192139537,10.0068656197742,..,..,..,12.0978372310682,..,..,..,..,..,..,..
1980,YR1980,Bahrain,BHR,359888,4.8648602367432,..,..,69.55,3072698328.46909,..,..,33.5808652102582,5.69889130660035,..,3.86952505941505,3.44529833347725,0,1.3686336100516,0.551337671728127,1.79492932465784,20.0501253132832,5.6540273726722
1980,YR1980,Barbados,BRB,252394,0.414098994701285,..,..,72.222,1012280614.52792,4.3730648140921,44.6781020462204,..,..,..,14.4305197203942,..,..,..,..,..,..,..
1980,YR1980,Belgium,BEL,9859242,0.110211165985901,137826291586.867,13980,73.2070731707317,126829314388.191,4.44405387639348,4.12659696911626,..,3.25019538550409,..,6.64868829655357,..,..,..,..,..,..,..
1980,YR1980,Bermuda,BMU,54670,1.61710037174723,699065834.609907,12790,72.3046341463415,613299968,7.94392523364449,9.8540870688995,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,British Virgin Islands,VGB,11478,2.29125286000257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Brunei Darussalam,BRN,193879,3.29008948278533,..,..,67.425,4928824957.96749,-6.99670298402471,86.113967266102,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Canada,CAN,24515667,1.28959497847156,284434771351.571,11600,75.0780487804878,273853826548.067,2.15553743661219,10.0792267007493,..,1.76444861477782,..,10.1292205085452,..,..,..,..,..,..,..
1980,YR1980,Cayman Islands,CYM,16212,4.6202840604481,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Channel Islands,CHI,128212,0.406402960256753,..,..,73.439,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Chile,CHL,11419348,1.45075639556459,26307350359.9345,2300,69.033,29036709871.7949,7.98662075742482,29.1176599020793,30.3797575215321,6.48209286969784,..,35.1383405330485,19.0466235497464,0,34.6109887659242,11.8646331565198,16.9180163354055,28.1376048959154,4.15911688456499
1980,YR1980,Croatia,HRV,4599782,0.108846981129012,..,..,70.1753658536586,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Curacao,CUW,148041,0.128425253885878,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Cyprus,CYP,685405,0.790975333981697,1726596339.24693,3390,74.79,2154311276.94859,5.75324470140077,14.1533434531588,21.1863734064119,..,..,13.5175605772583,14.7875835738943,0,22.8071185854979,..,20.9871565973623,32.4112781286135,18.9713759143005
1980,YR1980,Czech Republic,CZE,10304193,0.115087337589653,..,..,70.2780487804878,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Denmark,DNK,5123027,0.121603620045595,77330606106.9046,15090,74.1017073170732,71127528699.9414,-0.482986336653326,8.81054959661496,33.111178625222,2.36309252270559,..,12.3053240760182,28.5258745967269,0,47.699122242681,19.5248251913833,35.2034666607509,41.6314680238914,0.0909554761851942
1980,YR1980,Estonia,EST,1477219,0.60335223799787,..,..,68.9056341463415,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Faroe Islands,FRO,43337,0.929613871788066,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Finland,FIN,4779535,0.311078415926419,54701878014.4699,11450,73.44,53645202422.6968,5.38904788022778,9.63558250145027,25.9770067717717,1.67093547993658,..,11.5946192492108,21.4581149543446,0,50.1663704768027,16.4100111364031,28.0164101788482,34.5101418225006,1.96619654403145
1980,YR1980,France,FRA,55161527,0.444063245199575,721446919946.37,13080,74.0512195121951,701288419745.421,1.57874525990584,11.686937368809,37.5276251344099,3.15520508491915,..,13.5625788483016,19.2919191523624,0,31.4862581161613,13.9551177090395,17.5309081206084,34.4761238411755,0.0533665391799343
1980,YR1980,French Polynesia,PYF,153301,3.01967706200953,1401245114.34094,9140,64.576,1362151523.68993,0.484901264845377,10.8115487481199,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Germany,DEU,78288576,0.207430406185115,1018439132051.19,13010,72.6779024390244,950290856466.538,1.40882863572145,5.45118938878677,24.4976569840747,3.00910191196718,..,5.44105619058071,10.2825668963097,0,23.113063496911,..,18.5745495548404,44.51638329017,0.0187930183936668
1980,YR1980,Gibraltar,GIB,30065,-0.345320262132965,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Greece,GRC,9642505,0.98222001605907,..,..,73.6471463414634,56829664268.5851,0.677130861413417,19.2394506257851,21.6550914284569,4.6608059951787,..,24.6758912294628,13.7711686074105,0.0209825844549024,33.3358745163811,..,17.3893155958757,27.3493000809328,4.96483637957652
1980,YR1980,Greenland,GRL,50200,1.20241929668018,465589172.129435,9270,63.449756097561,476055288.418886,8.67600626836958,11.559250690944,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Guam,GUM,104133,2.222669749243,..,..,69.262,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,"Hong Kong SAR, China",HKG,5063100,2.6700809652344,29010154008.9596,5730,74.6731707317073,28861759209.0191,10.1082243495508,15.7451778602631,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Hungary,HUN,10711122,0.0650937293271125,..,..,69.0617073170732,..,..,..,..,3.34257975034674,..,9.28585743921339,..,..,..,..,..,..,..
1980,YR1980,Iceland,ISL,228138,1.05889641076766,3522385416.24165,15440,76.8465853658537,3386502001.0005,5.74792068476069,52.4757909716118,25.1602103073032,0,..,58.5284260893647,21.1798032409758,0.058120949696318,48.5888280180004,..,10.7195265114459,12.7372061259481,18.2058305615339
1980,YR1980,Ireland,IRL,3412800,1.15081833848717,21774220626.5732,6380,72.623243902439,21773901925.878,3.0793280050116,14.704803672399,32.0405132910998,1.66526701222097,..,18.1544433038192,24.1979016431164,0,30.0563380281689,..,32.7887323943663,45.3978159126366,8.84507042253522
1980,YR1980,Isle of Man,IMN,63551,0.824779521461727,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Israel,ISR,3878000,2.4009504033329,23621385755.6724,6090,73.8756097560976,24248823529.4118,1.67044149834388,125.366614825353,47.141967671769,18.9193366304698,..,131.025000335282,35.74056554189,0,20.5164992826399,..,34.0028694404591,53.6199095022624,3.012912482066
1980,YR1980,Italy,ITA,56433883,0.20599975185947,475866853866.869,8430,73.9431707317073,477256775943.929,3.4300164144226,20.815794339367,29.6213720091162,1.76364323708972,..,21.0641682770745,17.3682515016408,0,26.3551537889324,..,29.3581616481776,51.1473608587246,0.0517481160451502
1980,YR1980,Japan,JPN,116782000,0.784007592001171,1267915379186.57,10860,76.0917073170732,1105385973763.87,2.81759120723146,5.43798389707129,..,0.906794213450064,..,7.77858176555715,..,..,..,..,..,..,..
1980,YR1980,"Korea, Rep.",KOR,38123775,1.55846267819582,71403740237.1995,1870,66.0463414634146,65398646757.6511,-1.64568764044438,24.6509963131763,16.9615683786825,6.39877211320904,..,28.697587276634,14.6632733460709,0,45.9483526268923,10.4022820510236,22.3211635500148,25.8197424892704,15.0489759572573
1980,YR1980,Kuwait,KWT,1368677,5.44994838500284,..,..,69.693,28638550499.4451,..,..,89.3424599058917,3.31399097356544,..,6.9282266856319,2.69990950265057,0,0.318102949681897,..,1.92307692307692,63.6363636363636,0.780798149219202
1980,YR1980,Latvia,LVA,2511701,0.229111154908763,..,..,68.8085365853659,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Liechtenstein,LIE,25879,1.63625139496428,585122216.833204,22610,..,534701915.617354,4.7586725235189,2.23042759498091,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Lithuania,LTU,3413202,0.451032941179723,..,..,70.4821951219512,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Luxembourg,LUX,364150,0.355980931791434,5636690938.39913,15480,72.0726097560976,6232005793.90261,0.840877542513851,7.92135553840583,36.3468221022043,1.1531855232731,..,6.29990006244593,21.575541203487,0,20.6258761814318,..,35.6577578799802,60.1617538594573,0
1980,YR1980,"Macao SAR, China",MAC,238071,1.11128445856253,..,..,73.974,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Malta,MLT,316645,1.04860267451293,1354508532.58112,4280,73.0778536585366,1250242107.87969,7.04971121492007,12.392568100509,32.1360019209377,..,..,15.747254103486,19.6942424223645,0,5.93405048161427,2.13102080950223,27.0055543837446,45.161669606114,25.1564367573648
1980,YR1980,Mauritius,MUS,966039,1.68601231607574,1197798323.57358,1240,66.9653902439024,1131788191.50736,-10.0612584955794,26.5695701650843,20.8198229274462,0.489249166379211,..,41.9995143865698,18.4143957686559,17.9394317827037,20.6211728361008,5.77297297297297,15.2921056986815,17.3087730252888,51.563965355547
1980,YR1980,Monaco,MCO,26745,1.32108283885758,..,..,..,1378130995.65913,1.68545743348373,11.2573170568308,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Nauru,NRU,7741,1.62795807335123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Netherlands,NLD,14149800,0.791331808142327,209820928040.99,14830,75.7431707317073,195152092662.381,1.34191413595499,6.22537147791982,43.4820836877221,2.78429856620748,..,6.51345686297218,23.0748085623956,0,21.7978987132571,10.7005227083121,29.4829418014402,55.7913548531218,0.00590249085113918
1980,YR1980,New Caledonia,NCL,140050,1.11291760787245,1117522261.81647,7980,66.569512195122,1182457142.60648,-0.399994551054007,12.5988724093284,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,New Zealand,NZL,3112900,0.125363651321035,23878573641.423,7670,72.8292682926829,23244547384.6748,1.28402917816697,14.9045686189977,32.6787345345844,3.02279053583855,..,17.1505454240954,29.324088682222,0.113266317428855,18.4728751111676,6.78836546990989,67.323084741456,75.0247770069376,3.18892135687969
1980,YR1980,Northern Mariana Islands,MNP,16633,6.16848241060755,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Norway,NOR,4085620,0.321225575570377,63947538758.4862,15650,75.6717073170732,64439382896.0156,4.56464835641921,13.1260614194931,36.6266703112678,2.61901886888382,..,10.8786610878661,25.1138152375746,0.131361657408797,39.3355617361129,16.9389840565219,27.2307417519328,40.0540459390482,0.682129400457588
1980,YR1980,Oman,OMN,1154377,5.56854675071115,4572768533.68679,3960,59.758,5981760277.93862,6.03544411456951,51.1050335172858,..,14.9098813070874,..,..,..,..,..,..,..,..,..
1980,YR1980,Palau,PLW,12179,-0.409702310225923,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Panama,PAN,1978487,2.41369887493754,4357725164.34481,2200,70.192,4614086400,13.0844817298478,10.1405046897079,..,..,..,13.8079019078008,..,..,..,..,..,..,..
1980,YR1980,Poland,POL,35574150,0.923267472012982,..,..,70.0975609756098,..,..,..,..,2.65232974910394,..,9.68271334792131,..,..,..,..,..,..,..
1980,YR1980,Portugal,PRT,9766312,1.08143206705044,32758908361.7518,3350,71.2146341463415,32896519823.7885,4.58933992368382,20.9030339029693,22.6923364298184,2.68366112307565,..,15.8674803836094,15.1808512375022,0,34.5724907063196,..,19.2511949017525,29.0000000000001,5.01858736059479
1980,YR1980,Puerto Rico,PRI,3206000,1.18958028431993,11933774222.7521,3720,73.700243902439,14436100000,4.24346530546786,8.61526273489228,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Qatar,QAT,223632,8.61580659693931,..,..,72.869,7829094613.07082,..,..,..,7.86868087778669,..,6.79999999900016,..,..,..,..,..,..,..
1980,YR1980,Romania,ROU,22207282,0.527314447799743,..,..,69.0909756097561,..,..,..,..,2.20454265465839,..,..,..,0,0,..,0,0,0
1980,YR1980,San Marino,SMR,21459,1.55922944762589,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1980,YR1980,Saudi Arabia,SAU,9691476,5.88131817940673,138323543509.644,14270,62.863,164541658298.596,5.65245760140385,37.8140459807725,..,12.6133592387894,..,4.16926655363288,..,..,..,..,..,..,..
1980,YR1980,Seychelles,SYC,63261,0.913088830947179,133709082.594074,2110,69.5975609756098,147357222.779802,-4.24852258876419,22.0613467605978,..,..,..,13.5715405108088,..,..,..,..,..,..,..
1980,YR1980,Singapore,SGP,2413945,1.26923429916508,11412010612.9298,4730,72.190243902439,11896256782.8566,10.1132177836155,11.1272647487279,24.6041685994372,4.6368613562022,..,8.52694319425859,16.9929183288493,0,15.7894736842105,4.0988286730399,32.4901806755695,47.0427661510464,6.86567164179105
