Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],"GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Taxes on exports (% of tax revenue) [GC.TAX.EXPT.ZS],Taxes on goods and services (% of revenue) [GC.TAX.GSRV.RV.ZS],Taxes on goods and services (% value added of industry and services) [GC.TAX.GSRV.VA.ZS],"Taxes on income, profits and capital gains (% of revenue) [GC.TAX.YPKG.RV.ZS]","Taxes on income, profits and capital gains (% of total taxes) [GC.TAX.YPKG.ZS]",Taxes on international trade (% of revenue) [GC.TAX.INTT.RV.ZS]
1998,YR1998,Romania,ROU,22507344,-0.206980241940766,35513144763.483,1580,69.8073170731708,41694118972.5101,-2.02981290571721,48.1345197660485,28.5251447671701,3.00417486391887,..,59.0965827541167,17.7360387162672,0,32.794960450907,12.34092610416,22.9564723156349,36.9212486859546,5.80305972623502
1998,YR1998,San Marino,SMR,26840,1.04116891254221,..,..,..,..,7.4656188605108,1.82751509450425,..,..,..,..,..,..,..,..,..,..,..
1998,YR1998,Saudi Arabia,SAU,19783304,1.91972070062153,158553248031.373,8010,72.06,146775498092.612,2.89336252087628,-13.9337435660489,..,14.3110374500593,..,-0.371269734983801,..,..,..,..,..,..,..
1998,YR1998,Seychelles,SYC,78846,1.95568618974172,577080794.272281,7320,71.7463414634146,608369282.225727,8.40339852531204,4.36585370439701,41.5987255177584,1.73291558768129,..,2.57985257985245,26.4361353200262,0,6.89959543949982,3.38823869383037,12.1294593600588,19.4848162590098,42.2949613828613
1998,YR1998,Singapore,SGP,3927213,3.39721227677289,94291118869.1202,24010,77.3,85728310229.4455,-2.1953778262461,-1.32444708072019,26.912024333176,5.21105296070909,..,-0.267502292876127,14.0310256358429,0,14.8813840256915,4.22410548354466,24.6840360509686,47.3448909641846,1.16544079560758
1998,YR1998,Sint Maarten (Dutch part),SXM,31240,-1.55317642114448,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1998,YR1998,Slovak Republic,SVK,5390516,0.13412159848536,29268352132.2518,5430,72.5512195121951,29856000671.216,4.07609633371622,4.85331797262832,38.9110852745507,1.74433653315927,..,6.66565123195829,20.1627613380391,0,28.5606448487337,12.9342101338331,19.3607537397088,37.3633316942614,3.72798479763352
1998,YR1998,Slovenia,SVN,1981629,-0.218117656735081,21807467168.7009,11000,74.8073170731708,22146231967.6861,3.27936544351304,7.42803135144744,..,1.36118246899735,..,7.8911668285669,20.5020750704414,0,..,15.372618396579,..,25.0022319790331,..
1998,YR1998,Spain,ESP,40223509,0.413847481113965,621065887239.777,15440,78.6658536585366,619214834614.099,4.39303735124493,2.56666398298637,..,1.75731994886122,..,1.83432922905414,..,..,..,..,..,..,..
1998,YR1998,St. Kitts and Nevis,KNA,43225,0.855003930735542,338530894.953906,7830,..,383257331.40548,-0.486745779185156,2.80018158531561,..,..,..,3.44635865955273,..,..,..,..,..,..,..
1998,YR1998,St. Martin (French part),MAF,27392,1.77901968177268,..,..,76.4731707317073,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1998,YR1998,Sweden,SWE,8850974,0.0555121222123307,275381080002.599,31110,79.3390243902439,270809066780.714,4.31183635326269,0.812959691365791,38.0773884588498,1.90850085319123,..,-0.267132668354967,29.6705614042422,0,33.0162410466103,14.7255998665794,12.8161594843912,16.5797560658694,0
1998,YR1998,Switzerland,CHE,7110001,0.297135765740057,319520023206.694,44940,79.3243902439025,295045151745.068,2.98989180179569,-0.117098631352292,17.6036007133648,1.18432003291596,..,0.0179488591812253,9.5260820692595,0,31.7070842149506,5.99938067950633,19.7246629219186,37.3778662999479,1.33922369285429
1998,YR1998,Trinidad and Tobago,TTO,1261695,0.146497627074303,5831274210.62707,4620,69.011,6043694330.21609,8.1245639965458,-1.85648387898057,..,..,..,5.61270907691202,..,..,..,..,..,..,..
1998,YR1998,Turks and Caicos Islands,TCA,18232,3.71561499121371,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1998,YR1998,United Arab Emirates,ARE,2813214,5.17391472698872,..,..,73.883,75674336283.1858,0.291994348685435,-4.25444532085106,6.91292989917744,8.62972120984848,..,..,1.07587239217888,0,15.563189673121,1.09985911503644,0,0,0
1998,YR1998,United Kingdom,GBR,58487141,0.291406085432392,1569315255515.98,26830,77.190243902439,1650172242464.39,3.64485339579952,0.950320276823646,32.5215230425523,2.24575228149042,..,1.82056163731558,25.0269477124052,0,33.7594084735668,12.3224345016902,38.1686998330469,49.5997786350767,0
1998,YR1998,United States,USA,275854000,1.16571452642589,8835770734072.56,32030,76.5804878048781,9062818202000,4.48140755308913,1.12552040409338,19.8287106719566,3.20155849896996,..,1.55227909874362,12.3298291446849,0,3.1401638249566,0.654802320631446,56.6080888572319,91.0365749979864,1.09346480879669
1998,YR1998,Uruguay,URY,3291053,0.636743780227974,23843539268.3257,7240,74.309,25385928193.1723,4.51889009187289,12.3839054902542,26.4780660832955,2.2581336824168,..,10.8110703055616,16.9828417716197,0.031009812390635,40.1952009546946,12.4388356507975,12.6312349941042,19.6934458546526,3.69944167412522
1998,YR1998,Virgin Islands (U.S.),VIR,108537,0.165979733255787,..,..,76.2369756097561,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Andorra,AND,64370,0.354831049582302,..,..,..,1239876305.13531,4.09908083663429,2.73197763564323,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Antigua and Barbuda,ATG,74674,1.96087365674591,717457990.843418,9610,73.705,766200000,3.70761791039314,1.50421516578423,..,..,..,1.12128789571148,..,..,..,..,..,..,..
1999,YR1999,Aruba,ABW,89005,1.96055791309717,1591171092.88807,17880,73.738,1722798882.68156,1.23804210577066,2.19987800429125,..,..,..,2.28037198258756,..,..,..,..,..,..,..
1999,YR1999,Australia,AUS,18926000,1.14250518739456,405524703059.732,21430,78.9317073170732,388608221581.652,5.07359909510564,0.357046786097783,25.1599233077639,1.88923574072912,..,1.48312940304038,22.4752112825954,0.0028698933834608,19.2925056823639,5.46111951862693,65.505010084195,73.4039805421229,2.31456285814899
1999,YR1999,Austria,AUT,7992324,0.194563153264961,216445411767.95,27080,77.8756097560976,217185787342.851,3.55633124664169,0.256349694475674,44.3518532054213,0.980246123382213,..,0.568990766899814,26.6278222019285,0,28.0303708790937,14.3386735096928,27.7906922755142,46.5329009411586,0.00752571450827928
1999,YR1999,"Bahamas, The",BHS,294062,1.18532018452338,7112424932.69147,24190,71.858,7683870000,7.14459464155401,4.9504582368476,11.3062558320221,..,..,1.25424826023631,10.3236780424448,0,5.40196464377882,0.66590044837959,0,0,56.6979527095002
1999,YR1999,Bahrain,BHR,636541,3.65426212961317,6284400090.4542,9870,74.239,6621010372.34043,4.29999896037758,2.65643374278032,26.2462352378484,5.50362154366541,..,-1.2875879718491,5.01305503165515,0,3.34298118668596,..,4.63096960926194,25.6410256410256,8.52387843704776
1999,YR1999,Barbados,BRB,270451,0.413126505766492,2655150412.93274,9820,76.933,2951822204.54432,0.334655428854731,4.43342351579929,..,..,..,1.56006240249606,..,..,..,..,..,..,..
1999,YR1999,Belgium,BEL,10226419,0.229189103029716,265688171278.684,25980,77.619512195122,258158533986.789,3.54274346363066,0.598897782801686,42.5080352411563,1.38583555922092,..,1.12084823417844,27.0095118766394,0,26.8915588118735,13.0267603628981,35.80434383367,56.5994001170429,0
1999,YR1999,Bermuda,BMU,61285,0.561180119127713,..,..,..,3324433000,3.38264669215116,2.71215152834232,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,British Virgin Islands,VGB,20026,1.02894475697527,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Brunei Darussalam,BRN,326210,2.18989341682547,4579468536.46341,14040,72.538,4600000000,3.05215714160208,11.5939764773489,..,6.13041835206517,..,-0.415627597672449,..,..,..,..,..,..,..
1999,YR1999,Canada,CAN,30401286,0.812842623716166,644885074572.693,21210,78.8853658536585,676084000807.7,3.97048263689422,3.07311988719428,20.6628848592973,1.24170306410258,..,1.73484295105918,14.7505420833922,..,..,..,53.7307701538388,75.5519259194266,1.09871121031032
1999,YR1999,Cayman Islands,CYM,40420,5.31179221484911,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Channel Islands,CHI,147555,0.718921114602973,..,..,78.742,6262740656.85164,3.77026367469688,3.90963097883277,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Chile,CHL,15162800,1.22804282065597,77616734013.0467,5120,76.092,75173794497.0321,-0.412096167033098,2.27944249808148,20.2123709842261,2.7136315935113,..,3.33687917526016,15.179757009668,..,46.9477829045832,11.1296079242967,16.9740809586824,22.6015753239439,6.92687899143793
1999,YR1999,Croatia,HRV,4512597,-0.432031162225091,23370486587.4605,5180,72.6419512195122,23457038980.352,-0.948053454816005,3.53684127239262,..,4.42962970979594,..,4.01913875598084,22.8439219244463,0,..,20.7554841650733,..,18.2036291025695,..
1999,YR1999,Curacao,CUW,139428,-3.55373781613171,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Cyprus,CYP,926046,1.89067017929981,9848660642.12921,14340,77.875,10497908306.3646,4.99796042248005,2.30199201920756,49.8294338469411,2.73385096955161,..,1.62999999999998,32.2018831678499,0,28.4486099855537,15.9777569041852,30.5274655579437,47.2384275666539,3.61861808956696
1999,YR1999,Czech Republic,CZE,10283860,-0.102175934295454,62843152929.8553,6110,74.6682926829268,65173130995.2212,1.38414894342924,3.04179627426102,31.2172794912345,1.85906992321232,..,2.1354484441733,14.8700633781968,0,32.5274959350748,11.60614983003,13.0360198524556,27.4010506835413,1.71926810045513
1999,YR1999,Denmark,DNK,5321799,0.330886246186545,175943753031.671,33060,76.3414634146341,177965188354.692,2.94802216063901,1.68475372464907,38.7577091371796,1.56485472255403,..,2.49779544404528,31.9265707768313,0,41.5528331099265,19.3163366625194,37.7565801095213,45.8351308735415,0
1999,YR1999,Estonia,EST,1390244,0.294482275915173,..,..,70.0634146341463,5762048551.95911,-0.403432950234276,6.68639041907335,34.4049835578955,1.28711336447566,..,3.29611089718906,20.9059381534434,0,32.0224896221954,13.0439807878357,27.4263044506332,46.1343327116682,0
1999,YR1999,Faroe Islands,FRO,46436,0.734884213361676,..,..,78.2804878048781,1120280381.86979,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Finland,FIN,5165474,0.232116249119004,134525440411.347,26040,77.2912195121951,135218410398.466,4.37957572274557,0.927035885223574,38.1386113649973,1.22310377157804,..,1.16223155669443,22.3872482586908,0,36.164984464166,16.6796234721116,20.7266302471518,35.920177383592,-0.0121849678113767
1999,YR1999,France,FRA,60496718,0.514456334749952,1538005256917.78,25420,78.7560975609756,1492647560196.04,3.42137379882455,0.203811154729848,43.6609876238313,2.17784297022174,..,0.537141639134613,23.6319940271192,0,26.3829717667446,13.2264282693575,24.2443067566905,44.7922581580505,0.00392355604963298
1999,YR1999,French Polynesia,PYF,236221,1.98856038866685,3820460779.17809,16170,71.946,3797016068.69688,4.00000464325639,0.930593249541658,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Germany,DEU,82100243,0.0646345779052372,2203653722481.69,26840,77.7268292682927,2194204133816.32,1.88726115399444,0.343135141558832,30.1198360751258,1.41757011104973,..,0.58543314394471,11.5085361353351,0,21.3732329254529,7.2991119185184,16.4098018836042,43.4316670604516,0
1999,YR1999,Gibraltar,GIB,30529,1.92478989432938,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Greece,GRC,10761698,0.383471311618576,..,..,77.9878048780488,142540728744.939,3.0725963299848,3.62273398909912,38.9905792362418,3.36046994465272,..,2.63663786280352,21.4330462877261,0,31.8623598198025,14.8106652793835,20.6594459886897,37.5832606800349,0.00383398830633567
1999,YR1999,Greenland,GRL,56100,0,1107440855.84289,19740,66.4034146341464,1131561595.13775,1.37788444524006,1.06045632023837,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Guam,GUM,153953,1.09461302583992,..,..,74.646,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,"Hong Kong SAR, China",HKG,6606500,0.955125814331738,170435967004.894,25800,80.3829268292683,165768095391.557,2.50670779758147,-4.09568827467838,..,..,..,-4.00943396226442,..,..,..,..,..,..,..
1999,YR1999,Hungary,HUN,10237530,-0.283260610485194,45930812990.1866,4490,70.6770731707317,49073380173.7159,3.0710298892064,8.12026114974944,37.5843240490736,1.43361259969176,..,9.99774409303364,21.802165164374,0,34.5862812602114,16.2615212969834,19.4381626236063,33.738196313549,3.20364158144294
1999,YR1999,Iceland,ISL,277381,1.20923878595741,8433230997.77492,30400,79.3512195121951,8971608730.45387,4.04305007445554,3.48734035382212,32.9729841766926,0,..,3.23183260906467,25.8904840129586,-0.0318414620389988,50.3775399681828,21.2905448359524,24.2048223396946,30.8294391969219,1.15599946691037
1999,YR1999,Ireland,IRL,3754786,1.12729955649471,85046326269.4091,22650,76.0829268292683,98692079693.16,10.5035602957758,4.35891171874604,33.2565567295222,0.750676498659298,..,1.63192376414532,26.6965583721443,0,35.8460897434691,13.8102161895372,40.6646527523456,50.6569540647528,0
1999,YR1999,Isle of Man,IMN,76001,1.40186735046019,1619726956.69361,21310,..,1567465656.8505,13.7,2.29396571100547,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Israel,ISR,6125000,2.54643388659354,112974017768.477,18440,78.6585365853659,117111535135.396,3.11459706919175,6.72025853793552,35.7229031413684,6.53012330164809,..,5.16045609498063,25.5681326069016,0,29.190788835344,12.7783984153889,33.4675550093254,50.0879344283455,0.671647422836012
1999,YR1999,Italy,ITA,56916317,0.0168208444553697,1251410402074.44,21990,79.4243902439024,1252023758789.69,1.6257275993546,1.5361284470883,39.1379139420133,1.68329979808882,..,1.66345995007714,24.9930753491364,0,24.7067259677772,11.18110974225,34.6534546218688,54.4626258911973,0
1999,YR1999,Japan,JPN,126631000,0.182586374140107,4277591058059.34,33780,80.5707317073171,4562078822335.45,-0.251954272065987,-1.30949241353588,..,0.94524833744442,..,-0.34129692832762,..,..,..,..,..,..,..
1999,YR1999,"Korea, Rep.",KOR,46616677,0.710794593061376,486020592320.322,10430,75.409756097561,497512659612.052,11.4669424267425,-1.22983539023988,17.9230375025573,2.49257721979611,..,0.812996589285747,12.7918903108108,0,32.9801783653644,6.84813285437061,23.7910754076291,33.3342708854167,4.42171465154684
1999,YR1999,Kuwait,KWT,1951636,6.37407398041107,32920690237.9687,16870,73.074,30123850197.1091,-1.78900912450079,18.0893573873241,..,7.59022387888794,..,2.99081035923165,..,..,..,..,..,..,..
1999,YR1999,Latvia,LVA,2390482,-0.813961203872195,7134059361.74524,2980,69.7429268292683,7525408359.35623,2.74104438910037,1.49452868321431,42.5358997752055,0.750940828413688,..,2.36481836111806,22.6936251325936,0.0031021094344154,40.3194204198433,20.0514852743632,11.8112947658402,22.1385542168675,1.22098362056079
1999,YR1999,Liechtenstein,LIE,32769,1.40752170018295,2577186982.93774,78650,79.109756097561,2664026095.06058,10.4109232010236,0.819192785901677,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Lithuania,LTU,3524238,-0.709489234071613,10495859621.9919,2980,71.5707317073171,10971583944.7561,-1.14157115625557,-1.25689219624905,36.0503533277002,0.970102491828194,..,0.727550626557433,22.2138171507516,0,34.7358446548379,15.3622495164759,25.1258945194337,40.7763046284671,1.21890991877498
1999,YR1999,Luxembourg,LUX,430475,1.35062128530242,20003063366.0243,46470,77.7707317073171,22235929043.2559,8.48099983754646,5.80074235901438,39.7188098133824,0.633042307321341,..,1.02519676474934,24.7119506571982,0,31.2683370466337,13.9700573141806,28.4325449411073,45.6988143385329,0
1999,YR1999,"Macao SAR, China",MAC,418383,2.1177145487731,6128051994.30163,14650,80.15,6490571703.85015,-2.35915720632927,-1.24672918231138,20.5423679471969,..,..,-3.19945541184481,14.31723014343,0,55.6139788783533,12.727833722079,9.15912790168408,13.1415206396031,0
1999,YR1999,Malta,MLT,387578,0.592860773979805,4149440987.22054,10710,77.5,4121350758.88841,4.71997488242211,0.765629633892644,80.0394283657143,0.683654672499048,..,2.13476888806385,47.665561305959,0,32.4429731767224,29.7521075911542,22.9944857858515,38.6120596807702,3.77149145205613
1999,YR1999,Mauritius,MUS,1175267,1.27124855157122,4299812541.97044,3660,70.9609756097561,4343710332.80658,2.61093231872474,6.57191240445168,20.6417159204879,0.208135283363803,..,6.90914624866774,16.7486564879595,0,41.8233041334683,10.5803355002449,11.8853721882291,14.7355782350052,26.2930844741823
1999,YR1999,Monaco,MCO,31844,0.908523599348858,..,..,..,2906009307.6651,3.30054283439939,0.0462468062571304,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Nauru,NRU,10449,-1.10403710160461,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Netherlands,NLD,15812088,0.665493187073143,453318927563.995,28670,77.8365853658537,446898572341.786,5.03404815181835,1.28336999636159,38.1076577210168,1.58982542582888,..,2.15717918055056,21.2206675741848,0,27.6370255847589,12.108697492878,25.2923794324473,45.5792477418775,0.052366465512942
1999,YR1999,New Caledonia,NCL,209214,1.89876220974421,3098174473.02618,14810,73.8756097560976,3056999988.09146,0.900172502337341,0.098993835816529,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,New Zealand,NZL,3835100,0.525484536213216,57681253116.2856,15040,77.890243902439,58762260625.8758,5.4510757334878,0.514725369653462,..,1.61934201810554,..,-0.114267129777519,..,..,..,..,..,..,..
1999,YR1999,Northern Mariana Islands,MNP,55636,4.85951655684009,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Norway,NOR,4461913,0.684759433412698,158632230129.493,35550,78.2829268292683,162284465073.341,2.01286328876013,6.665970402608,42.0244625654485,2.03910557145363,..,2.36596736596735,24.2690739984309,0,34.8271610267305,17.3050579238071,21.6599072511856,37.5725573052144,0.441786137223954
1999,YR1999,Oman,OMN,2254904,0.134908229625862,14368580902.5093,6370,71.664,15593456122.4936,0.331496297334994,11.038294018874,..,8.63008675296754,..,..,..,..,..,..,..,..,..
1999,YR1999,Palau,PLW,18776,1.9685463303736,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Panama,PAN,2971196,2.00159244275254,11176090400.0686,3760,74.881,12130252200,3.91720658872848,0.842387065816723,..,0.974136501313688,..,1.24718256949633,..,..,..,..,..,..,..
1999,YR1999,Poland,POL,38660271,-0.0083027528251411,171269055380.755,4430,73.0439024390244,170031005016.259,4.65482665906518,6.16457565855812,35.7010066268365,1.90113577122386,..,7.1540729117986,18.0642817962137,0,31.9242236747033,13.4547936574609,15.8524836595879,31.3297606053394,2.32336990374314
1999,YR1999,Portugal,PRT,10217828,0.565630442435222,125264293613.055,12260,75.9634146341463,127427343916.471,3.90657744002579,3.37052757718268,35.4044773261073,1.88801056536998,..,2.34009490312174,20.9342559555524,0,33.2094294652783,14.0216796731278,23.1277372672168,39.1141415018463,0.000377849293628457
1999,YR1999,Puerto Rico,PRI,3800081,0.500714523269446,36457505440.4888,9590,75.375487804878,57841000000,5.38969992777254,1.47277776354309,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Qatar,QAT,570489,3.37396347383536,..,..,77.327,12393131868.1319,..,..,..,..,..,2.18170320404723,..,..,..,..,..,..,..
1999,YR1999,Romania,ROU,22472040,-0.156978616024445,36068605481.0106,1610,70.5121951219512,35952781582.2083,-0.376660705758994,49.5224630026867,30.1753787658908,2.64025926740376,..,45.8037811326362,17.0566189702212,0,33.8571411395525,13.2696240587332,17.0163394370769,30.1041190296404,4.95112596635928
1999,YR1999,San Marino,SMR,27145,1.12995552539332,..,..,..,1109098657.57511,9.04936014625228,1.55463608639049,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Saudi Arabia,SAU,20194527,2.0573277445168,154452768314.463,7650,72.327,161716960000,-3.76328521809337,14.488329006483,..,11.3819360225849,..,-1.33376350229425,..,..,..,..,..,..,..
1999,YR1999,Seychelles,SYC,80410,1.96419636705016,586396983.827077,7290,72.6682926829268,622985493.682733,1.87200658737905,2.05663148577445,44.1907279992789,1.78292544212037,..,6.34730538922157,27.2180993299883,0,5.97685950413223,3.11027008429382,14.7504132231405,24.6274423225522,38.1685950413223
1999,YR1999,Singapore,SGP,3958723,0.799148451003927,92488073542.7064,23360,77.5512195121951,86284660766.9617,5.72400842350559,-3.58297051120532,27.5755969983419,5.20735398793435,..,0.0167098337370759,14.5317174065401,0,16.3525911232333,4.80150036875814,24.9764443342425,47.3956617889239,1.26456731961319
1999,YR1999,Sint Maarten (Dutch part),SXM,31084,-0.500610762448937,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Slovak Republic,SVK,5396020,0.102053161046239,29031172168.4569,5380,72.9024390243902,30453383763.0514,-0.105914263197832,7.21505178613393,38.5967367379821,1.57382654973916,..,10.5704416075224,19.7458565847638,0,27.5208306216029,12.2374267597756,19.6726689119492,38.4536786068767,3.77122083885197
1999,YR1999,Slovenia,SVN,1983045,0.0714308445137258,22455405677.64,11320,75.009756097561,22711384311.1404,5.3326665718437,6.5314195214609,..,1.211302468275,..,6.15558754451559,20.838842986001,0,..,16.167545062982,..,23.4024203435213,..
1999,YR1999,Spain,ESP,40386875,0.405323025522848,625008864094.121,15480,78.7170731707317,634693160025.57,4.49049131553554,2.5411710377137,..,1.75523458900652,..,2.31034694983278,..,..,..,..,..,..,..
1999,YR1999,St. Kitts and Nevis,KNA,43622,0.914257868030654,361294682.685499,8280,..,406595484.373262,3.21988642181456,2.7800211954283,..,..,..,3.36303630363045,..,..,..,..,..,..,..
1999,YR1999,St. Martin (French part),MAF,28116,2.60878093543274,..,..,76.6731707317073,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,Sweden,SWE,8857874,0.0779271508703018,277286825157.336,31300,79.4414634146342,274072182416.731,4.24718414367548,0.897864615617408,37.8347657357449,1.89088507253778,..,0.462175756339131,30.2978502040632,0,33.0292106178278,14.5776993323613,14.6478497739655,18.4183485329248,0
1999,YR1999,Switzerland,CHE,7143991,0.476919931285641,307873536174.263,43100,79.580487804878,289912492344.561,1.69471982455498,0.115127552316437,17.3359627281469,1.08540161237362,..,0.806446857095473,9.16380389242875,0,34.081383454571,6.41685389870598,15.8931460754805,30.9268126269763,1.41500830294693
1999,YR1999,Trinidad and Tobago,TTO,1263933,0.177223295414928,6177154218.32909,4890,69.199,6808982520.75759,8.02481764350063,4.30318181247706,..,..,..,3.43913590881996,..,..,..,..,..,..,..
1999,YR1999,Turks and Caicos Islands,TCA,19065,4.4675901366144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1999,YR1999,United Arab Emirates,ARE,2966034,5.28981049216907,..,..,74.106,84445473110.9598,2.90221364464598,8.44337745491752,6.51896326009429,7.6695379976034,..,..,1.1224470054107,0,17.218182717515,1.14926210835617,0,0,0
1999,YR1999,United Kingdom,GBR,58682466,0.333405882184416,1651823992597.43,28150,77.390243902439,1682399288141.08,3.42822332767811,0.908178957475442,33.0701967802395,2.18494643885806,..,1.7529508005142,25.5158473339994,0,34.4720397558586,12.8425011835134,37.6715256514267,48.8254559296291,0
1999,YR1999,United States,USA,279040000,1.14834004729055,9394621239310.74,33670,76.5829268292683,9630664202000,4.75323599078349,1.44380351758386,19.7831630304827,3.08567678324746,..,2.18802719697358,12.2606289164852,0,3.61737304815641,0.751331785382218,55.8588111796352,90.1310997815004,1.04080829287495
1999,YR1999,Uruguay,URY,3308012,0.513983036536799,24011602877.4428,7260,74.523,23983945187.5685,-1.93921215536817,4.32609618270897,24.1225631237091,2.3944609705068,..,5.65868803927908,15.2782851709231,0.144400856778417,43.1711481007256,11.9094599157743,15.1591366380099,23.9344420110226,3.58667154441802
1999,YR1999,Virgin Islands (U.S.),VIR,108599,0.0571070680909273,..,..,76.4618536585366,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2000,YR2000,Andorra,AND,65390,1.57216555086599,..,..,..,1429049198.45218,3.52836129711103,28.741554220865,..,..,..,..,..,..,..,..,..,..,..
2000,YR2000,Antigua and Barbuda,ATG,76016,1.78118717946282,767360091.508278,10090,73.94,826370370.37037,6.20343125361191,1.55330015893553,..,..,..,0.771779796900182,..,..,..,..,..,..,..
2000,YR2000,Aruba,ABW,90853,2.0550267831539,1817009854.38605,20000,73.787,1873452513.96648,7.61658819396467,1.04827145641269,..,..,..,4.04402131190514,..,..,..,..,..,..,..
2000,YR2000,Australia,AUS,19153000,1.19227232344832,404481667992.145,21120,79.2341463414634,415222633925.768,3.93313694470206,2.57970207133384,25.942776245956,1.82984191251005,..,4.45743514797225,23.0768998077618,0,17.9058915369961,5.22571782211885,66.7154084111551,75.0575126986728,2.21318590412052
2000,YR2000,Austria,AUT,8011566,0.240466652446524,214597274149.417,26790,78.1268292682927,196799778883.361,3.37572214708479,1.36404091396396,43.7771878456122,0.98031858008593,..,2.34486455542566,26.225079875854,0,28.0045418525866,14.07133932106,27.7127145280781,46.5096065636923,-0.00535023852703572
2000,YR2000,"Bahamas, The",BHS,298051,1.34739833426183,7732632876.28032,25940,71.914,8076470000,4.14923404577348,0.921917927506755,11.6035966208009,..,..,1.6063294174058,10.6786875949518,1.51890926082455,12.7085954281068,1.6417848724205,0,0,56.1056211259325
2000,YR2000,Bahrain,BHR,664611,4.31530764013975,7269717483.55216,10940,74.44,9062898936.17021,5.30007005600883,29.9912765533724,31.2708171320411,3.96167096884853,..,-0.704852953090768,3.73277772071662,0,2.33308742161564,..,3.14459609000369,26.8081761006289,5.13648100331981
2000,YR2000,Barbados,BRB,271515,0.392645061489077,2926246619.36325,10780,77.162,3059500000,4.44718962322422,-1.32283915072385,..,..,..,2.43581303489138,..,..,..,..,..,..,..
2000,YR2000,Belgium,BEL,10251250,0.242517956221334,265143731531.12,25860,77.7219512195122,236204532891.1,3.71667938420875,2.01461738713986,42.4166967006324,1.34121027642881,..,2.54451776190906,27.2747413568488,0,26.7437939590748,12.9369036179183,36.8304201378835,57.4823384720991,0
2000,YR2000,Bermuda,BMU,61833,0.894182915884811,..,..,77.8853658536585,3480219000,9.31715644339108,-4.23635617584436,..,..,..,..,..,..,..,..,..,..,..
2000,YR2000,British Virgin Islands,VGB,20311,1.41311819237375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2000,YR2000,Brunei Darussalam,BRN,333165,2.10965170023154,4892094612.36351,14680,72.809,6001153306.2645,2.84942185782727,29.0157091741674,..,4.06920549004446,..,1.55815247634947,..,..,..,..,..,..,..
2000,YR2000,Canada,CAN,30685730,0.931281553452429,694165953754.938,22620,79.1365853658537,742295468318.632,4.91776274356224,4.60482182920954,20.9313822872813,1.11808087955152,..,2.71943995691972,14.9073416407909,..,..,..,54.4407148689105,76.6849625158212,1.05450508244666
2000,YR2000,Cayman Islands,CYM,42303,4.55332935477277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
